0x912A,0x9166,0x9D,0xB6
0x8064,0x7F91,0x8C,0x8E
0x803F,0x7FBE,0x85,0x9D
0x8047,0x8064,0x88,0x72
0x7FDC,0x7F7A,0x80,0x94
0x8016,0x7F2E,0x7E,0x9B
0x7F96,0x8050,0x99,0x92
0x8028,0x800D,0x7D,0x65
0x8019,0x7FFC,0x8A,0x6E
0x7FF7,0x8010,0x8C,0x95
0x8085,0x7FDD,0x7D,0x5F
0x7FAE,0x800E,0xAC,0x7A
0x8000,0x804C,0x70,0x67
0x802A,0x7F98,0x58,0x93
0x7FE5,0x7FEC,0x7F,0x71
0x80AC,0x7F6F,0x8E,0xB8
0x8026,0x8080,0x82,0x77
0x802C,0x8040,0x5D,0x8A
0x7FAB,0x8054,0x82,0x9F
0x8060,0x7FF5,0x99,0x5D
0x7FDA,0x7FD7,0x86,0x82
0x7FB1,0x7F97,0x8B,0x71
0x7FFA,0x80A1,0x72,0x60
0x7FC9,0x7F33,0x68,0x88
0x8027,0x7F89,0x8F,0x81
0x7FFA,0x7FE4,0x75,0x89
0x7FFF,0x7FA5,0x9B,0x81
0x7FDF,0x7F6C,0x9F,0x79
0x7FED,0x7F8A,0x5A,0x8F
0x7FE5,0x800A,0x95,0x6D
0x8021,0x7F81,0x56,0x97
0x7F52,0x7FC2,0xC1,0x90
0x7F3E,0x7FE7,0x81,0x86
0x8073,0x80D2,0x8C,0x8E
0x807E,0x8065,0x74,0x7A
0x7FEB,0x7F88,0x85,0x6B
0x7FD4,0x8013,0x89,0x67
0x7FEB,0x7F79,0x6A,0x8A
0x7FDF,0x7FC2,0x7E,0x61
0x8077,0x7F97,0x8F,0x86
0x7FDF,0x805F,0x84,0x6F
0x8005,0x8040,0x6E,0x89
0x8097,0x7FEE,0x7F,0xA1
0x7FBC,0x7FF5,0x61,0x85
0x7FB1,0x8019,0x93,0x80
0x7FB1,0x8062,0x83,0x61
0x7FF0,0x7FFE,0x75,0x76
0x8061,0x800C,0x6F,0x75
0x8065,0x7F81,0x8C,0x7E
0x80BC,0x7FC6,0x85,0x62
0x8024,0x7F9E,0x80,0x8D
0x7F63,0x7FAD,0x97,0x84
0x7FFA,0x7FCD,0x82,0x7B
0x804F,0x7FB3,0x89,0x83
0x7FF9,0x8046,0x82,0x82
0x7FC2,0x801B,0x93,0x79
0x7FAD,0x7FD2,0x91,0x70
0x7FFB,0x7FC5,0x89,0x94
0x7F16,0x7FBE,0xA5,0x67
0x7FF1,0x7FF5,0x89,0x86
0x7FE6,0x7FEC,0x70,0x96
0x7FAE,0x7FFD,0x8E,0x93
0x802E,0x7FDD,0x75,0x90
0x80F0,0x8008,0x7C,0x52
0x808E,0x8077,0x9B,0x89
0x7FAA,0x7FE9,0x9E,0x8C
0x7FE4,0x802A,0x93,0x8F
0x7FA0,0x7FFA,0x95,0x88
0x80D1,0x7F69,0x89,0xA3
0x7FF1,0x806F,0x88,0x66
0x8039,0x8026,0x9C,0xA2
0x7FEF,0x7F9D,0x5F,0x91
0x7FE1,0x7FC3,0x6F,0x93
0x8039,0x7F11,0x6F,0xAB
0x8060,0x7F0E,0x78,0x84
0x802F,0x7FDC,0x7B,0x80
0x8049,0x804A,0x61,0x8F
0x7FB6,0x7FE7,0x99,0x6F
0x7F9F,0x7F73,0xAA,0x9D
0x80B3,0x8015,0x62,0x88
0x7F68,0x7FCD,0x98,0x84
0x8086,0x8081,0x99,0x7B
0x7F97,0x802A,0x6A,0xA8
0x7FDE,0x7FD2,0x6F,0xAE
0x8020,0x804F,0x9B,0x79
0x7F76,0x7F8E,0x99,0xAB
0x7FF0,0x7F99,0x8D,0xA9
0x804D,0x80FA,0x50,0x91
0x8033,0x7FB4,0x8A,0x94
0x7FDE,0x7F62,0x92,0x8A
0x803B,0x8008,0x7A,0x7F
0x8046,0x804C,0x9B,0x8C
0x7FC1,0x7FD7,0x9E,0x8E
0x7F2E,0x7FD2,0xAB,0x8F
0x8005,0x805A,0x95,0x77
0x7FC1,0x7F58,0x83,0x8B
0x804B,0x7FE7,0x83,0x94
0x802F,0x803B,0x5B,0x65
0x7FB3,0x7F4B,0x82,0x97
0x8014,0x7FE3,0x6A,0xA1
0x806B,0x7F9C,0x7F,0xAD
0x7F37,0x7FDB,0x80,0x75
0x803D,0x808A,0x96,0x71
0x7F68,0x7F84,0x6F,0xAD
0x7FCC,0x7FC4,0x5E,0x8D
0x7FE5,0x800C,0x93,0x82
0x801C,0x8052,0x8D,0x98
0x7F5C,0x8091,0x72,0x99
0x8102,0x8067,0x73,0x81
0x804A,0x7FCF,0x6A,0xA4
0x801E,0x7FD2,0x7A,0x8C
0x80F8,0x8007,0x84,0xAA
0x8000,0x804F,0x7D,0x82
0x7FF2,0x801D,0x7C,0x74
0x8022,0x7F2C,0x87,0x9D
0x7FD1,0x805C,0x7B,0x8C
0x7F47,0x7F5E,0x74,0x98
0x800E,0x7F83,0x75,0x8F
0x7FE2,0x8019,0x74,0x91
0x7F77,0x7F9C,0xA8,0xA2
0x80A8,0x802A,0x88,0x71
0x7FE6,0x803B,0x7C,0x87
0x7F68,0x7FD2,0x6A,0x88
0x802B,0x7FE7,0x85,0xA1
0x8041,0x7FAE,0x7C,0x8A
0x8004,0x800B,0x80,0x97
0x8097,0x7F5D,0x77,0xA0
0x7F8A,0x7FDD,0x7C,0x8B
0x7FAD,0x803D,0x9C,0x7B
0x7FDD,0x7FC7,0x7D,0x97
0x7FC3,0x807B,0x81,0x7A
0x7FF7,0x800B,0xA0,0x91
0x7FD8,0x805E,0x8A,0x6C
0x8030,0x7FA9,0x8F,0x9F
0x7FAC,0x7FDC,0x6C,0x98
0x7FD9,0x7FEC,0x74,0x92
0x8033,0x7FC5,0x9B,0x9A
0x8056,0x7F90,0x63,0x6C
0x8089,0x8061,0x7B,0x95
0x8035,0x8050,0x6B,0xA2
0x805D,0x7FA5,0x7F,0x8B
0x7FFD,0x807A,0x85,0x7A
0x7FE5,0x8013,0x7B,0x97
0x7FFE,0x7F9C,0x70,0x87
0x7FFD,0x7FF2,0x72,0x98
0x7F54,0x7F60,0x7B,0x92
0x8036,0x7FA9,0x8F,0x87
0x8014,0x7FAE,0x4F,0xAE
0x7FB5,0x8004,0x59,0x80
0x7F76,0x7FB7,0x5B,0x81
0x800B,0x8010,0x85,0x6D
0x7FF2,0x7FED,0x6D,0x82
0x7FA3,0x808D,0x88,0x72
0x7FB4,0x7FA5,0x5C,0x77
0x8031,0x7F06,0x7B,0xAA
0x8008,0x8013,0x73,0x84
0x808C,0x8044,0x7E,0x66
0x7F49,0x7FBF,0xA9,0x91
0x803F,0x8071,0x80,0x76
0x8010,0x7FEC,0x73,0x70
0x8109,0x7F36,0x73,0xA8
0x80BB,0x7F84,0x71,0x96
0x7F98,0x8000,0x8C,0x88
0x8037,0x7FA1,0x62,0x90
0x7F61,0x7FF7,0x71,0x6E
0x8069,0x800A,0x8C,0x80
0x7FDE,0x801A,0x99,0x80
0x7FBD,0x806B,0x6D,0x68
0x807F,0x8036,0x74,0x73
0x7FB6,0x8045,0x7A,0x8F
0x8024,0x7F83,0x7C,0x9C
0x7FA5,0x7FA7,0xA4,0x8E
0x80B0,0x7FE5,0x79,0x8F
0x7FFE,0x7FF1,0x7F,0x8E
0x801E,0x7F84,0x98,0x86
0x7F62,0x802F,0x5B,0x94
0x7FED,0x7F5A,0x64,0x8B
0x7FD9,0x8058,0x71,0x93
0x7FDE,0x8091,0x92,0x8B
0x8092,0x803F,0x62,0x59
0x7FDB,0x7FDD,0xA4,0x6F
0x7F79,0x802E,0x87,0x85
0x7F64,0x8000,0x85,0x9F
0x801A,0x7FD5,0x6C,0x7D
0x7FC3,0x8065,0x67,0x64
0x7FE2,0x7FB0,0x8E,0x7C
0x806C,0x801E,0x7E,0x8B
0x806A,0x800D,0x94,0x92
0x80D5,0x7FF2,0x54,0x93
0x7F8E,0x7FC0,0x8F,0x7A
0x7FA4,0x7FE1,0x5D,0x87
0x808A,0x7FC1,0x5F,0xB9
0x804B,0x7FF9,0x81,0x88
0x8051,0x8060,0x72,0x7A
0x7FE1,0x7FFA,0x86,0x91
0x7F96,0x8071,0x6E,0x83
0x7FE5,0x7FAD,0x83,0x60
0x7FD2,0x8005,0x95,0x6D
0x7F75,0x7FC1,0x93,0x93
0x7FCD,0x7F91,0x72,0x92
0x7FA5,0x8016,0x85,0x87
0x8006,0x7FA8,0x7C,0x6E
0x8028,0x7FAE,0x73,0x8E
0x8096,0x7FD4,0x67,0x77
0x7F92,0x7FB1,0x7D,0x95
0x80B2,0x7FD5,0x79,0x85
0x7FAB,0x7F85,0xA9,0x96
0x803D,0x8071,0x7A,0x79
0x7FF7,0x7F91,0x70,0xA9
0x8021,0x7FC8,0x81,0x87
0x7F6A,0x803A,0xA8,0x75
0x7FE0,0x800E,0x94,0x8A
0x7FE6,0x7FBF,0x57,0x7F
0x7F9A,0x7F93,0x97,0x7F
0x7F9C,0x7FD7,0x8F,0x85
0x8046,0x8097,0x9D,0x8D
0x7FE1,0x803C,0x6B,0x8E
0x8076,0x7FFE,0x93,0x96
0x7FD4,0x7FE9,0x77,0x56
0x7FF1,0x8091,0xA2,0x75
0x8069,0x7FCF,0x91,0x7B
0x8014,0x8020,0x8F,0x8B
0x7FBF,0x8009,0x70,0x96
0x7F72,0x7FCC,0x65,0x68
0x8001,0x7F73,0x7C,0x7C
0x8090,0x7FFD,0x92,0x75
0x7FB3,0x7FD8,0x71,0xAC
0x806F,0x8073,0x98,0x62
0x8015,0x7FBE,0x86,0x95
0x8055,0x8024,0x70,0x8C
0x8055,0x8002,0x6E,0x90
0x7FFD,0x805F,0x5E,0x8F
0x7F96,0x7F86,0x9C,0x7F
0x7FDA,0x7F02,0x9F,0x78
0x8028,0x7F5C,0x87,0x8D
0x8003,0x803E,0x9F,0x7E
0x8037,0x8063,0x80,0x6C
0x802D,0x7FAE,0x80,0x67
0x7F66,0x801A,0x90,0x88
0x7FF1,0x7F72,0x82,0x8E
0x7FE5,0x7FFB,0x89,0x7D
0x7FA0,0x7FA2,0x85,0x87
0x7F55,0x7FD0,0x72,0x83
0x7F48,0x8010,0xB6,0x5E
0x8023,0x803B,0x92,0x76
0x8040,0x80BD,0xAB,0x7A
0x7FF2,0x802B,0x7A,0x8C
0x803F,0x7FF7,0x97,0x6F
0x8068,0x7FEE,0xA8,0x9D
0x7FE5,0x807F,0xAB,0x7B
0x7F7C,0x7FAE,0x76,0x67
0x803D,0x7F97,0x95,0xA3
0x8037,0x802C,0x83,0x79
0x8003,0x7FD9,0x8A,0x53
0x802F,0x7F20,0x7F,0x8E
0x8025,0x8075,0x78,0x82
0x8017,0x7F3A,0x62,0xA1
0x8006,0x8020,0x63,0x86
0x8077,0x8035,0x8A,0x80
0x7FDB,0x7FB7,0x74,0x52
0x7F74,0x800F,0x78,0x75
0x8053,0x804A,0x8E,0x73
0x7FA5,0x7FD1,0x7D,0x9F
0x8024,0x7FE5,0x8C,0x94
0x7FE1,0x7FDB,0x92,0x83
0x7FF4,0x7F98,0x74,0x9F
0x7FE8,0x7FF2,0x6B,0x87
0x804F,0x804D,0x63,0xA1
0x7FFE,0x7FCE,0x62,0x90
0x8028,0x7FF0,0x6E,0x63
0x8064,0x8021,0x5D,0x7C
0x7F91,0x803E,0x65,0x7B
0x8030,0x804B,0x74,0x76
0x7FEE,0x8049,0x87,0x8F
0x8087,0x7FCD,0x67,0x80
0x7F81,0x8049,0x79,0x6F
0x7FD0,0x7EBB,0x7E,0x8C
0x7FBE,0x8025,0x93,0x90
0x7F83,0x7F30,0x8E,0x9B
0x801D,0x8000,0x84,0x90
0x7F7B,0x8011,0x96,0x98
0x7F7D,0x7FDE,0x99,0x60
0x7FBB,0x8013,0x61,0x87
0x8089,0x803B,0x7D,0x7B
0x8004,0x8076,0x78,0x96
0x7FF0,0x7F99,0x87,0x6F
0x803C,0x7FBB,0x8A,0x5C
0x7FF0,0x7FE0,0x86,0x71
0x8066,0x802C,0x7E,0x80
0x7F71,0x7F54,0x58,0x99
0x7FA9,0x800A,0x88,0x96
0x8017,0x7FBD,0x8C,0x6A
0x8006,0x7FE6,0x66,0x81
0x8046,0x7FFD,0x89,0x6B
0x7FF0,0x7F5E,0x89,0x9B
0x7F6B,0x7F8A,0x95,0x6B
0x8000,0x802C,0x94,0x89
0x7F81,0x806D,0x8C,0x73
0x8010,0x800B,0xA1,0x85
0x8019,0x7F7A,0x8E,0x86
0x7FD9,0x7FDC,0x9D,0x73
0x806D,0x8046,0x8E,0x78
0x7FC9,0x8017,0x7B,0x80
0x80B3,0x7FB2,0x52,0x67
0x8017,0x802F,0x5A,0x8A
0x8012,0x8075,0x87,0x84
0x7F9E,0x801A,0xBB,0x87
0x7FDA,0x7FE2,0x61,0x8B
0x804E,0x7FCF,0x85,0x95
0x8054,0x807D,0x59,0xAB
0x7FB4,0x8072,0x64,0x57
0x7F45,0x8030,0x9A,0x7C
0x8019,0x8020,0x76,0x9F
0x801C,0x800C,0x7B,0x8B
0x7FE4,0x7FB4,0x78,0x6B
0x8069,0x80B7,0x71,0x8D
0x800F,0x7FC0,0x7C,0x9C
0x7FFF,0x7F7E,0x64,0xAA
0x7FD5,0x7F5F,0x83,0x89
0x7FFA,0x7EF6,0x6B,0x8D
0x8078,0x8030,0x89,0x87
0x7FD7,0x7F7D,0x92,0x72
0x8003,0x80A4,0x56,0x76
0x7FE6,0x7F20,0x8B,0x99
0x803B,0x8022,0x95,0x80
0x7F77,0x7F96,0x99,0x7D
0x7FFD,0x8060,0x79,0x67
0x8027,0x7F67,0x88,0x7F
0x7FE5,0x8068,0x5C,0x8B
0x7FDB,0x8012,0x63,0x78
0x8018,0x7F9E,0x7B,0x88
0x8031,0x7FEB,0x8A,0x87
0x7F36,0x7FE9,0xA9,0x66
0x8072,0x8017,0x79,0x6A
0x7FAE,0x7F7A,0x98,0x90
0x806F,0x7F28,0x96,0x91
0x8036,0x8073,0x99,0x92
0x80D9,0x8010,0xA0,0x64
0x8004,0x7FC9,0x7A,0x86
0x7FAC,0x7FD9,0x8D,0x82
0x7F8C,0x7FE3,0xA4,0x87
0x805B,0x7F7D,0x7A,0x95
0x8022,0x7FEB,0x96,0x9A
0x7FE4,0x8041,0x7D,0x77
0x805F,0x7FF0,0x83,0x65
0x7FEA,0x7FA3,0x93,0x8C
0x800A,0x7FD5,0xA0,0x6F
0x7F71,0x7FB5,0x77,0xAC
0x7FEA,0x7FD3,0xAF,0xA5
0x7FEB,0x8034,0x82,0x8E
0x803C,0x7FFE,0x8D,0x88
0x7FB3,0x7F54,0x7D,0x64
0x7F8B,0x8096,0x6D,0x71
0x8046,0x7F43,0x77,0x8C
0x8090,0x7FFE,0x8C,0x75
0x7FCA,0x7F56,0x90,0x79
0x7FD5,0x8067,0x89,0x5E
0x7FDB,0x7FD6,0x9E,0x92
0x802D,0x8021,0x8F,0x8A
0x8088,0x802E,0x63,0x89
0x7FC9,0x8033,0x8D,0x91
0x7FC4,0x8046,0x79,0xA2
0x8048,0x8054,0x81,0x74
0x7FF7,0x803E,0x55,0x61
0x7FE8,0x7F93,0x67,0x9F
0x7F8B,0x8085,0x90,0x7F
0x803C,0x7FEA,0x80,0x92
0x7FDC,0x8089,0x95,0x83
0x8045,0x8004,0x84,0x79
0x7FF7,0x8082,0x76,0x84
0x7FBA,0x8039,0x6C,0x85
0x7F2C,0x7F62,0x88,0x5D
0x7F86,0x7F31,0xA0,0x59
0x7FFE,0x8084,0x93,0x57
0x8030,0x7FBA,0x7C,0x8D
0x80AF,0x8029,0x89,0x8E
0x7FE4,0x7FAC,0x95,0x8A
0x7FE1,0x7F93,0x79,0x6E
0x7FFD,0x7FF2,0x70,0x6F
0x7FAA,0x7F65,0x9E,0x8B
0x8044,0x7FCF,0x91,0x84
0x806F,0x8055,0x79,0x4E
0x7FF1,0x8029,0x9C,0x72
0x80A3,0x8035,0x4E,0x8E
0x8043,0x7FED,0x7F,0x84
0x803B,0x7FA2,0x89,0x89
0x7FA8,0x7FB0,0x7D,0x80
0x805A,0x8036,0x84,0x93
0x801C,0x8044,0x88,0x73
0x7FD8,0x7FC1,0x7A,0x7F
0x8056,0x800F,0x65,0x6B
0x7FED,0x7FFF,0x5E,0x7D
0x802A,0x803B,0x6C,0x85
0x7F79,0x8028,0x9E,0x82
0x7FC4,0x7FB8,0x8F,0x73
0x7FBE,0x7FB7,0x65,0x91
0x7FAD,0x8040,0x70,0x84
0x8031,0x7FFE,0x70,0x70
0x801C,0x8023,0x59,0x8C
0x8045,0x7F7B,0x88,0x62
0x7F57,0x8043,0x94,0x66
0x8030,0x806E,0x78,0x6A
0x7FC6,0x7F5E,0x7C,0x95
0x7F84,0x7FBC,0x94,0x7A
0x7F68,0x803A,0x9C,0x8C
0x8053,0x7FA3,0x4E,0x74
0x7FBE,0x7F95,0xA8,0x6C
0x7FAC,0x8007,0x83,0x92
0x80B6,0x801B,0x6C,0x93
0x8044,0x809F,0x6F,0x56
0x8072,0x8009,0x88,0x6B
0x8084,0x7FE9,0x47,0x79
0x7F2D,0x7FCC,0x84,0xAB
0x805F,0x8011,0x95,0x74
0x7FBF,0x8092,0x68,0x7D
0x7FE8,0x7F74,0x4B,0x5F
0x8088,0x7FAE,0x88,0x72
0x8041,0x8026,0x87,0x5C
0x80AA,0x8035,0x6B,0x91
0x7FB9,0x7FF9,0x8C,0x9E
0x7F8A,0x7FE6,0x92,0x66
0x7F60,0x7FD7,0x83,0x6E
0x7FB4,0x8046,0x9A,0x6F
0x7FFC,0x8000,0x7F,0x81
0x7FA2,0x7FFB,0x96,0x65
0x7FB1,0x802D,0xB0,0xA4
0x8077,0x7FC2,0x58,0x8D
0x8030,0x8060,0x84,0x93
0x804F,0x7F75,0xA2,0x8D
0x7FF8,0x7FFA,0x97,0x86
0x800A,0x7F92,0x8D,0x64
0x8086,0x801C,0x82,0x88
0x8043,0x8053,0x9D,0x9F
0x8013,0x7FEC,0x7C,0x6D
0x801C,0x7FE0,0x72,0x85
0x8005,0x7FDB,0x94,0x8D
0x807D,0x7F9F,0x7D,0x82
0x804E,0x806C,0x5E,0x7C
0x7FCF,0x7EB9,0x8C,0xB8
0x7F34,0x800D,0x9F,0x74
0x7FDC,0x7FDD,0x93,0x97
0x7FA6,0x8081,0xA4,0x71
0x8044,0x7FFA,0x86,0x88
0x7FE2,0x8006,0x75,0x7F
0x802F,0x801F,0x7A,0x8F
0x803B,0x7FB3,0x70,0xA4
0x8019,0x8012,0x75,0x82
0x8005,0x7FD9,0x96,0x77
0x800D,0x800E,0x8A,0x6E
0x7FCD,0x804B,0x7D,0x88
0x7F96,0x7FB2,0x7E,0xA1
0x8016,0x7FAB,0x7C,0x91
0x7FB8,0x8012,0x80,0x8D
0x8015,0x80B5,0x8B,0x7E
0x7FEC,0x7FEF,0x94,0xA3
0x7FCB,0x7F9F,0x99,0x89
0x8072,0x7FC2,0x6D,0x73
0x8003,0x800D,0xB7,0x83
0x801B,0x7FB5,0x84,0x8E
0x7F61,0x801F,0x69,0xA2
0x7FB0,0x804B,0x54,0x92
0x7FE1,0x7F8B,0x71,0x78
0x806A,0x8057,0x69,0x7C
0x80B1,0x8059,0x8C,0x88
0x7FF0,0x7FB6,0x8B,0x57
0x7FE4,0x8015,0x8E,0x85
0x8080,0x7FAE,0x87,0x62
0x7FF4,0x8042,0x6C,0x78
0x8089,0x7FBB,0x73,0x6E
0x7FBE,0x800B,0xA2,0x8B
0x7FD4,0x7F5E,0x72,0x76
0x7FA2,0x7FF8,0x66,0x71
0x8024,0x7FED,0x8F,0x7F
0x7FB6,0x8002,0x80,0x75
0x800A,0x7FC9,0x7F,0x90
0x7FB6,0x8075,0x9D,0x7F
0x7FC9,0x8029,0xB1,0x89
0x8009,0x7FF4,0x97,0x69
0x8068,0x802B,0x83,0xA7
0x7FDD,0x7F7E,0x5C,0x85
0x7F8C,0x7FDA,0x65,0x6C
0x7FC9,0x7FD5,0xB5,0x6A
0x8003,0x7F6F,0x83,0x8D
0x7FFA,0x7FD0,0x9F,0x7E
0x8031,0x7FEC,0x74,0x9D
0x80B2,0x8001,0x8F,0x84
0x8074,0x7F4C,0x8B,0x9E
0x8000,0x8071,0x81,0x90
0x7FE6,0x7FAA,0x70,0xA2
0x800E,0x7FD3,0x8D,0x6A
0x7FC5,0x7F4E,0x82,0x7D
0x802D,0x8086,0xA3,0x4E
0x8023,0x7F98,0x86,0x71
0x8072,0x8019,0x94,0x71
0x805F,0x8037,0x88,0x7C
0x7F02,0x80E9,0xB6,0x4B
0x7FCA,0x800A,0x5A,0x81
0x802C,0x7FDE,0x75,0x82
0x8041,0x8004,0x63,0x7B
0x802A,0x8020,0x5E,0x71
0x7FDD,0x7FF1,0x72,0x93
0x7F8C,0x7FED,0x7B,0x83
0x7FAC,0x8011,0x7C,0x89
0x7FB8,0x8056,0x84,0x7C
0x8037,0x7FD8,0x86,0x85
0x8027,0x7F8C,0x95,0x6F
0x803B,0x7F72,0x6D,0x81
0x804C,0x8064,0x6B,0x95
0x8030,0x7FB6,0x6A,0x7C
0x8041,0x7FB4,0x85,0xA3
0x803E,0x8002,0x79,0x8A
0x804C,0x808F,0x8D,0x76
0x8015,0x7F86,0x9B,0x9C
