0x912A,0x9166,0x9D,0xB6
0x7FD8,0x8058,0x4E,0x72
0x7F49,0x8003,0x63,0x99
0x7FE2,0x8014,0x78,0x78
0x7FB0,0x7FE2,0x96,0x6D
0x7FA2,0x7FC6,0x88,0x6F
0x803E,0x8027,0x80,0x67
0x7F95,0x800D,0x7B,0x6D
0x8052,0x7F54,0x96,0x83
0x8012,0x7FDD,0x80,0x79
0x7FEC,0x80A2,0x7B,0x68
0x800A,0x800B,0xA1,0x76
0x8017,0x7FC0,0x62,0x79
0x805C,0x8053,0x59,0x64
0x7FF9,0x7F44,0x77,0x83
0x80A2,0x8086,0x74,0x85
0x8058,0x7FE6,0x58,0x94
0x7FB0,0x7FD3,0x9D,0x82
0x7FF8,0x7FAF,0x7E,0x75
0x805D,0x7F7F,0x62,0x7C
0x8023,0x7FB6,0x9C,0x7D
0x8031,0x80E1,0x80,0x62
0x801C,0x7FCD,0x7A,0x7B
0x7FC1,0x7FCC,0x95,0x7D
0x8058,0x7FB7,0x85,0x7D
0x7FDA,0x7FCB,0x96,0x8C
0x8001,0x7FE0,0x7B,0x94
0x800E,0x806F,0x69,0x8C
0x7FE3,0x8025,0x81,0x75
0x7FB2,0x804E,0x5A,0x69
0x7FD4,0x8007,0x75,0x8F
0x7FC3,0x8043,0x77,0x80
0x803D,0x7FF6,0x69,0x79
0x80A3,0x7F56,0x5B,0xA2
0x7F7F,0x8052,0x5D,0x72
0x8040,0x7FAC,0x9C,0x69
0x801F,0x7FDF,0x42,0x85
0x803E,0x7F60,0x85,0x5A
0x7FCF,0x8013,0x91,0x77
0x7FBA,0x7FA1,0x5E,0x9B
0x7FD9,0x7FE2,0x7C,0x86
0x7FEC,0x7FBE,0x90,0x76
0x7F75,0x8002,0x6C,0x6C
0x7FAA,0x8026,0x7F,0xB8
0x7FCC,0x7FE4,0x8A,0x8B
0x804E,0x8008,0x71,0x94
0x7F62,0x8017,0x88,0x7E
0x8072,0x7F7B,0x98,0x95
0x8056,0x8003,0x80,0x91
0x7FDC,0x7FF0,0x90,0x91
0x8067,0x8060,0x69,0x6D
0x7FE3,0x7FD6,0x98,0x92
0x8051,0x7F9A,0x82,0x87
0x7F27,0x7FCF,0x89,0x6D
0x8076,0x7FFD,0x84,0x8F
0x8031,0x7FF6,0x74,0x81
0x7FF8,0x806C,0x5E,0x80
0x7FD8,0x7F6C,0x7C,0x92
0x7FDE,0x7F6D,0x83,0x9F
0x7FAB,0x7FC9,0x74,0xA2
0x80F8,0x80B1,0x86,0x82
0x7FD6,0x7FB6,0x7C,0x64
0x7FF5,0x80CF,0x60,0x98
0x8024,0x7FCF,0x8E,0x5F
0x7FFC,0x7FE3,0x6D,0x81
0x7FCD,0x7FCD,0x86,0x69
0x7FBB,0x7F9D,0x60,0x9F
0x7F8C,0x801E,0x9E,0x76
0x7FF2,0x7FFB,0x6D,0x83
0x7FD8,0x7FB3,0x68,0x8A
0x7FB9,0x7FDB,0x94,0x86
0x7FE1,0x8037,0x7A,0x86
0x8072,0x7FEB,0x8E,0x7C
0x7FE0,0x7FAB,0x88,0x87
0x7FBD,0x8010,0x7A,0x79
0x804A,0x7FBE,0x75,0x6C
0x7FF6,0x7F6B,0x90,0xA1
0x8049,0x804C,0x68,0x7B
0x7FC5,0x7FCE,0x74,0x78
0x7FD1,0x7FEF,0x5D,0x77
0x7FED,0x7FB5,0x7C,0x86
0x8070,0x7FF2,0x78,0x71
0x8083,0x8023,0x71,0x96
0x7FDE,0x7FC8,0x8F,0x7C
0x7FAD,0x7FC0,0x9F,0x8B
0x7FCD,0x7FFB,0x6B,0x91
0x7FDC,0x7F19,0x75,0x6A
0x805F,0x7FCD,0x68,0x5D
0x80F2,0x8096,0x6C,0x98
0x7FD4,0x7FBB,0x58,0x79
0x8001,0x7F88,0x6A,0x65
0x805C,0x806E,0x79,0x6B
0x8061,0x8061,0x81,0x8B
0x7FD0,0x7F95,0x6F,0x92
0x7FA3,0x800B,0x68,0x72
0x801F,0x7F8B,0x78,0x80
0x7FC1,0x7FC7,0x70,0x8B
0x7FAD,0x8099,0xA3,0x71
0x7FDB,0x7FEA,0x87,0x68
0x801C,0x801D,0x83,0x72
0x806D,0x801C,0x81,0x84
0x7FCF,0x7FFD,0x7F,0x6A
0x7FE7,0x7FE5,0xA1,0x74
0x7FA6,0x802E,0x5E,0x94
0x7FDA,0x7FB7,0x9F,0x8C
0x804F,0x804D,0x5B,0x75
0x7FD9,0x802F,0x5F,0x71
0x80C8,0x8063,0x80,0x87
0x801F,0x800F,0x9E,0x8F
0x8050,0x800B,0x6E,0x87
0x7FD5,0x8072,0x63,0x8F
0x802E,0x7F95,0x7F,0x7A
0x8029,0x8015,0x9C,0x73
0x7F8B,0x802E,0x9B,0x89
0x8055,0x803B,0x78,0x88
0x8020,0x7F46,0x8A,0x91
0x804B,0x7FCA,0x70,0x8A
0x7FC9,0x806D,0x7F,0x7A
0x800B,0x8015,0x75,0x8E
0x805E,0x7FF5,0x65,0x98
0x7F8F,0x8075,0x95,0x6E
0x7F96,0x7F2C,0x90,0x96
0x7F65,0x7FFE,0x85,0x71
0x7FF5,0x800F,0x8C,0x74
0x802F,0x803F,0x88,0x8C
0x8027,0x7FC5,0x8B,0xAD
0x7F99,0x7FED,0x8A,0x92
0x7FF8,0x801C,0xB1,0x7C
0x7F8D,0x7FA8,0x70,0x77
0x8093,0x805B,0x74,0x7E
0x7FBC,0x7FE0,0x9C,0x5C
0x7FE9,0x7F3B,0x74,0x94
0x7FD3,0x8001,0x75,0x74
0x8047,0x7F11,0x58,0x83
0x7F7C,0x7FC3,0x7A,0x6D
0x8021,0x8048,0x8C,0x84
0x8060,0x7FEB,0x88,0x7C
0x8084,0x7F76,0x7F,0x9A
0x7FA5,0x801D,0xAB,0x6F
0x7FF3,0x8003,0x98,0x7A
0x8019,0x7F98,0x8F,0x76
0x805C,0x80E1,0x64,0x69
0x8079,0x7FD0,0x84,0x79
0x80E3,0x8004,0x8E,0x76
0x7F41,0x7FB0,0x45,0x96
0x7F64,0x802A,0x65,0x8A
0x8088,0x7FDB,0x93,0x70
0x7F82,0x7F7D,0xA5,0x77
0x8012,0x802D,0x99,0x6B
0x7F9F,0x802C,0x7D,0x95
0x7F72,0x7F83,0x77,0x71
0x7FD9,0x7FF4,0x7B,0x99
0x7FA8,0x8051,0x6D,0x83
0x800E,0x7FAD,0x9C,0x7A
0x80ED,0x7FE3,0x5C,0x81
0x804A,0x8021,0x8C,0x80
0x8017,0x802A,0x9F,0x7C
0x802C,0x7FD3,0x72,0x8E
0x7FD1,0x7F3F,0x9C,0x6C
0x809C,0x7F8F,0x63,0x87
0x7F32,0x7FD9,0x9A,0x79
0x80C7,0x7FC7,0x6B,0x7C
0x800B,0x8000,0x75,0x80
0x8014,0x8075,0x6C,0x91
0x8022,0x7F9A,0x7F,0x89
0x8007,0x7FB3,0xA0,0x88
0x7F8C,0x7FE1,0xA1,0xA3
0x8026,0x804F,0x85,0x71
0x7F49,0x8065,0xA0,0x4B
0x8039,0x800A,0x95,0x87
0x800F,0x8022,0x7C,0x7E
0x7FEA,0x8026,0x78,0x7B
0x7FBC,0x7F5E,0x8A,0x62
0x7FFD,0x7F91,0x85,0x99
0x7FBF,0x7FBE,0x64,0x84
0x8006,0x8030,0x95,0x92
0x7FBE,0x7F74,0x8A,0x80
0x7FC9,0x8031,0x8A,0x4C
0x7FD9,0x805C,0x74,0x82
0x800D,0x7F82,0x5A,0x84
0x7FE7,0x7FDB,0x72,0x85
0x8054,0x8077,0x7D,0x83
0x7FB5,0x7FD9,0xA8,0x9C
0x8061,0x7FA9,0x79,0xA2
0x807C,0x801F,0x71,0x7E
0x7FBF,0x803B,0x77,0x7D
0x8022,0x7F5B,0x87,0x76
0x80D2,0x7F92,0x8F,0xA5
0x8044,0x7FEB,0x8F,0x85
0x8051,0x8053,0x79,0x9B
0x8021,0x7FA0,0x74,0x9C
0x8035,0x7FF8,0x72,0x7B
0x807C,0x7FE0,0x9C,0x88
0x801B,0x808B,0x70,0x88
0x802F,0x8023,0x8B,0x86
0x7FB6,0x7FA2,0x7B,0xB1
0x7FE2,0x7FBF,0xA6,0xA1
0x7FCC,0x7FB0,0x8B,0x7F
0x7FCF,0x8011,0x86,0x8E
0x7FDF,0x7F9A,0x69,0x98
0x8057,0x7FFF,0x72,0x67
0x805D,0x8055,0x83,0x87
0x7FAA,0x7FDB,0x72,0xA5
0x8025,0x7F82,0x80,0x8D
0x7F2C,0x7F4D,0x7B,0x9C
0x7F4E,0x7FEB,0x6F,0x5B
0x7F8D,0x8005,0x89,0x92
0x80C6,0x8010,0x85,0x7D
0x7FCD,0x7FC9,0x86,0x96
0x8047,0x802A,0x9C,0x75
0x8025,0x8089,0x8B,0x99
0x7FD8,0x8013,0x6E,0x95
0x7F95,0x7FEE,0x91,0x83
0x8063,0x7F6F,0x72,0x8C
0x8051,0x8045,0x86,0x85
0x7FE5,0x8052,0x74,0x7A
0x80CA,0x7FD6,0x77,0x8A
0x802F,0x7F4F,0x86,0x96
0x805B,0x7FCC,0x90,0x74
0x8078,0x7FA4,0x4E,0x77
0x7F6C,0x7FC5,0x94,0x9A
0x7F99,0x8014,0x74,0x6A
0x802B,0x7FE1,0x83,0x8C
0x7F97,0x7F99,0x4A,0x70
0x7FDD,0x8008,0x70,0x6C
0x7FF7,0x7FF8,0x8B,0x8A
0x7FED,0x8071,0x94,0x66
0x8028,0x808B,0x87,0x5F
0x7F3B,0x7FFF,0x89,0x93
0x7F98,0x7F9B,0x9F,0x67
0x7F8D,0x7FA1,0x75,0x61
0x7FB8,0x7FC8,0x74,0x76
0x8026,0x8046,0x89,0x83
0x7F79,0x808E,0x86,0x7D
0x806F,0x7FF4,0x71,0x7F
0x801E,0x7F4E,0x86,0x6E
0x80A9,0x7F6E,0x67,0x88
0x8045,0x7F9B,0x7E,0x7C
0x7FFD,0x7F78,0x57,0xA2
0x80DA,0x7F9D,0x74,0x67
0x7FE3,0x8000,0x7C,0x93
0x805B,0x7FDB,0x81,0x83
0x8012,0x80A4,0x94,0x70
0x7FD6,0x7FDF,0x9E,0x8C
0x7FD1,0x7FDC,0x56,0x83
0x8055,0x7FEA,0x78,0x6A
0x7FCA,0x7F81,0x89,0x8D
0x7F5B,0x808E,0x93,0x71
0x806A,0x7FAE,0x88,0x8A
0x7F77,0x7FC1,0x9B,0x6D
0x8019,0x7FE3,0x95,0x7F
0x7FED,0x7F70,0x78,0x7B
0x8061,0x7FE0,0x82,0x8B
0x7FD6,0x7FFA,0x90,0x8F
0x80C5,0x800D,0x83,0x6E
0x8021,0x8062,0xA5,0x72
0x7FF9,0x8084,0x71,0x97
0x8042,0x8000,0x85,0x86
0x8019,0x7FF9,0x87,0x6B
0x7FB9,0x8073,0x8A,0x7F
0x7F6A,0x808C,0x64,0x85
0x7FC2,0x7F9B,0x92,0x8B
0x8042,0x7FDA,0x6F,0xA1
0x7F71,0x8024,0x7E,0x87
0x8054,0x8051,0x7E,0x66
0x8013,0x7F5C,0x7D,0x92
0x805C,0x7F3A,0x85,0x8A
0x805B,0x7F65,0x80,0x9C
0x8021,0x7FC6,0x83,0x70
0x800E,0x7FF9,0x61,0x91
0x8095,0x802B,0x85,0x7A
0x8007,0x7F76,0x8B,0x7F
0x7FB3,0x7F9C,0x68,0x7B
0x800E,0x7FBE,0x87,0x4E
0x802C,0x805B,0x4B,0x72
0x7FC2,0x7F06,0x8F,0x8A
0x7FA6,0x7FF8,0x7C,0x76
0x7FFB,0x804E,0x7E,0x9C
0x7FDB,0x803B,0x98,0x91
0x7FEB,0x802E,0x8E,0x78
0x7FAD,0x8051,0x98,0x54
0x7FBD,0x7FF1,0x9E,0x7C
0x7FB1,0x802E,0x7B,0x73
0x800D,0x800A,0x87,0x74
0x7FB1,0x802F,0x74,0x97
0x7F83,0x8056,0x7E,0x92
0x804A,0x8061,0x8B,0x7C
0x801D,0x7F78,0x5F,0x97
0x8073,0x7FB4,0x7B,0x78
0x7FDC,0x800D,0x6E,0x99
0x7FFA,0x8012,0xA6,0x82
0x7FE8,0x7F72,0x9C,0x9B
0x8009,0x7F32,0x7D,0xAE
0x7FF4,0x8026,0x8B,0x75
0x7FD3,0x7F6F,0x9D,0x90
0x8068,0x7FE0,0x7F,0x92
0x7FB0,0x8001,0x90,0xA2
0x7F6F,0x7F83,0xB4,0x84
0x7F94,0x802D,0x82,0x93
0x801B,0x8004,0x88,0x71
0x80C1,0x7FB2,0x99,0x8E
0x7F97,0x7FFE,0x63,0x79
0x806C,0x80DA,0x8E,0x8B
0x7FA2,0x8069,0x6B,0x73
0x7FC8,0x7F91,0x9E,0x74
0x7FEA,0x7F8A,0x77,0x8D
0x7FD1,0x8001,0x7E,0x8E
0x7FBD,0x7ECF,0x6A,0x7A
0x7FE4,0x7FBB,0x7B,0x9B
0x7FFF,0x8018,0x7C,0x70
0x802B,0x8016,0x8B,0x87
0x7F7C,0x7FE3,0x6F,0x89
0x808B,0x8044,0x90,0x83
0x7FDC,0x7FCC,0xA6,0x6B
0x7FDD,0x8019,0x99,0x81
0x808B,0x7FC2,0x7F,0xA4
0x8074,0x7FCD,0x8A,0x9A
0x8059,0x7F49,0x5F,0x9C
0x7FFC,0x8025,0x63,0x6B
0x8062,0x800E,0x76,0x6B
0x7FE3,0x7FDC,0x97,0x6E
0x7F86,0x80B8,0xA3,0x78
0x7F9D,0x803F,0x9C,0xA1
0x7FCB,0x7FF4,0x88,0x7D
0x7F80,0x8025,0x97,0x74
0x7FEF,0x7F74,0x5D,0xAD
0x808B,0x8042,0xA1,0x8A
0x7F83,0x8029,0x81,0x9D
0x7FDB,0x8058,0xA1,0x87
0x7FBA,0x8014,0x90,0x82
0x805A,0x803B,0x78,0x61
0x800C,0x7FC2,0x7B,0x6C
0x8032,0x7F81,0x82,0x90
0x8033,0x7FA5,0x72,0x96
0x7FAE,0x8022,0x8A,0x9D
0x8029,0x7FDE,0x89,0x7B
0x7FDE,0x800E,0x75,0x6D
0x8008,0x7F27,0x77,0x8E
0x8073,0x7F7E,0x75,0x82
0x8031,0x7FD3,0x7F,0x88
0x7F61,0x7F58,0x9F,0xA4
0x803C,0x8010,0x77,0x70
0x7F8A,0x7FD0,0x9A,0x87
0x7FB9,0x7FC3,0x79,0x6D
0x7FD5,0x8036,0x7F,0x7C
0x800C,0x804B,0x76,0x69
0x8042,0x802A,0x93,0x7A
0x8049,0x7FA8,0x54,0x98
0x804F,0x8086,0x7F,0x76
0x809F,0x8045,0x8D,0x95
0x7FD9,0x7FF4,0x6A,0x8C
0x7FEF,0x7F77,0x5D,0x86
0x7FC2,0x7FCE,0x87,0x83
0x8053,0x7FBD,0x4C,0x8C
0x7FC3,0x7FB5,0x99,0x94
0x8000,0x8068,0x66,0x76
0x8006,0x7F4C,0x7B,0xA2
0x8035,0x803A,0x77,0x8D
0x7FF3,0x7FE0,0x7F,0x96
0x8029,0x7F4D,0x88,0x76
0x7FD1,0x8054,0x90,0x6E
0x7FF4,0x7FE8,0x95,0x95
0x7F9E,0x8061,0x8A,0x8B
0x8093,0x7FC6,0x6B,0x9A
0x7F93,0x801E,0x86,0x8C
0x7FFF,0x801E,0x87,0x73
0x809D,0x8044,0x69,0x57
0x8060,0x7FA7,0x7A,0x82
0x7FC1,0x7FF2,0x78,0x63
0x8015,0x7FEB,0x96,0x7E
0x805D,0x7F6B,0x71,0x85
0x7F84,0x7FB7,0x6D,0x80
0x7FFD,0x802C,0x8B,0x80
0x7FBF,0x8072,0x92,0x7F
0x8003,0x7FA0,0x95,0xBA
0x803A,0x8059,0x78,0x70
0x7FD1,0x800F,0x66,0x6F
0x8002,0x7F9F,0x91,0x8B
0x7FF2,0x7FF4,0x8D,0x88
0x7FE1,0x7F8C,0x7D,0x57
0x8029,0x7F9E,0x9F,0x98
0x7FE8,0x801B,0x8D,0x65
0x8029,0x8020,0x6A,0x90
0x7FA5,0x7F4C,0x9C,0x98
0x807E,0x7FE7,0x7B,0x97
0x8051,0x803B,0x75,0x80
0x7FFA,0x7FF4,0x8B,0x81
0x7FAF,0x803C,0x89,0x6D
0x7F3B,0x7F82,0x88,0x89
0x8037,0x7F75,0x77,0x7C
0x7FCB,0x7F7B,0x7A,0x7D
0x7FEF,0x7FF1,0x84,0x75
0x7FAE,0x7FA1,0x91,0x90
0x8025,0x7FBE,0x66,0x69
0x802B,0x801C,0x76,0x54
0x80A9,0x7FED,0x87,0x86
0x7F66,0x7FC4,0x95,0x8E
0x801C,0x8033,0x87,0x7D
0x8024,0x8007,0x79,0x84
0x7FE5,0x7FA1,0x81,0x62
0x8048,0x804C,0x6F,0x75
0x7FEA,0x802D,0x8E,0x81
0x803B,0x804A,0x77,0x89
0x807A,0x805D,0x7A,0x63
0x7FD0,0x7FCB,0x65,0x58
0x809A,0x7FAF,0x66,0x79
0x7FEF,0x8011,0x99,0x8B
0x7FAF,0x80A8,0x6B,0x79
0x7FD9,0x7FAE,0x8E,0x7D
0x8011,0x7FFA,0xA6,0x8B
0x7F6E,0x8045,0x5F,0x79
0x7F9D,0x7FB6,0x88,0x85
0x808D,0x8004,0x7A,0x77
0x800F,0x8041,0x4F,0x87
0x7FA4,0x7FC0,0x8D,0x8D
0x7FC3,0x805C,0x6E,0x71
0x7FE0,0x7FB6,0x9C,0x79
0x7FC7,0x803F,0x89,0x7A
0x804B,0x7F92,0x76,0x92
0x8050,0x7F8C,0x81,0x8A
0x8041,0x7FF0,0x85,0x85
0x8051,0x80A4,0x68,0x95
0x7FBC,0x8059,0x94,0x90
0x8064,0x7FF4,0x7A,0x77
0x8044,0x7F77,0x66,0x8B
0x7FCD,0x7FD9,0x86,0xA2
0x7FDF,0x7FCD,0x7A,0x5F
0x80BE,0x7FDA,0x6E,0x8E
0x7FDD,0x7F8F,0x82,0x84
0x7FB4,0x804A,0x93,0x73
0x7FC9,0x8059,0x76,0x63
0x7FE3,0x7FFD,0x80,0x88
0x8093,0x7F8E,0x51,0xB7
0x8076,0x7FE0,0x87,0x7C
0x7FC7,0x7FDE,0x6C,0x8D
0x7FBA,0x800B,0x70,0x87
0x8027,0x7F56,0xA6,0x91
0x7FC0,0x7FEA,0x74,0x7B
0x7FE3,0x803F,0x60,0x7D
0x7FD6,0x7FCB,0x78,0x71
0x8023,0x8008,0x6B,0x8A
0x7F82,0x7FD5,0x76,0x7E
0x7FB2,0x7FC2,0x9F,0x72
0x7FEC,0x8064,0x8E,0x6A
0x7FD7,0x7FBE,0x93,0x7E
0x805D,0x7F77,0x74,0x84
0x80BA,0x7FF0,0x78,0x83
0x7FB7,0x8017,0x6F,0x87
0x7FB5,0x7F99,0x87,0x4D
0x806A,0x8063,0x7F,0xA3
0x7FBB,0x801D,0x94,0x6D
0x7FE7,0x8057,0x5F,0x6D
0x8008,0x7F87,0x9C,0x81
0x8058,0x8005,0x4E,0x7A
0x807C,0x802D,0x5D,0x6D
0x8030,0x7EEC,0x66,0xA5
0x7FE4,0x7FF4,0x91,0x89
0x7F84,0x804A,0xA1,0x8C
0x7FDE,0x7F60,0x7E,0xB0
0x7F57,0x8002,0x7B,0x56
0x8029,0x7FCC,0x8F,0x77
0x804A,0x7F56,0x6D,0x97
0x802A,0x8038,0x84,0x83
0x8068,0x7FDA,0x69,0x93
0x7F1F,0x7FBA,0xA2,0x89
0x7F72,0x8061,0x7E,0x5F
0x7FF8,0x8005,0x89,0x6F
0x8007,0x7FBF,0x84,0x5E
0x7F35,0x7F4F,0x77,0x8C
0x7F7B,0x8073,0x8A,0x89
0x806C,0x805F,0x7F,0x55
0x8015,0x7FBA,0x92,0x84
0x7FEE,0x7FBA,0x8D,0xA3
0x7FA3,0x801D,0x68,0x7F
0x8092,0x802D,0x82,0x93
0x8099,0x7FFB,0x85,0x8A
0x7F8A,0x7FD3,0x8C,0x8F
0x800D,0x806B,0x68,0x87
0x8023,0x8033,0x8E,0x89
0x80A5,0x7F5B,0x7C,0xB0
0x7FA6,0x7F7D,0x80,0xA9
0x807C,0x8040,0x85,0xA0
0x8081,0x7FBD,0xA3,0x71
0x801B,0x7F8D,0x6F,0x8A
0x8024,0x7FEA,0x91,0x81
0x7F97,0x8040,0x74,0x8A
0x7F80,0x8049,0x86,0x61
0x7F7B,0x8052,0x66,0x72
0x7F65,0x8058,0x61,0x69
0x7FF0,0x8054,0x5C,0x80
0x8000,0x7FBA,0x87,0x7B
0x80FE,0x8021,0x6F,0x6D
0x8041,0x7FBA,0x6C,0x81
0x7F08,0x7F39,0x9A,0xA8
0x809C,0x8058,0x9B,0x8C
0x7FF7,0x8055,0xA6,0x8F
0x7FE1,0x803F,0x96,0x88
0x8014,0x7FFD,0x9D,0x6C
0x8020,0x8084,0x8F,0x83
0x7FD7,0x7F46,0x55,0xAD
0x7FEE,0x8017,0x77,0x97
0x806A,0x8057,0x80,0x89
0x8052,0x7F5D,0x9F,0xA6
0x7F75,0x7EEF,0xA9,0xA8
0x8027,0x7FB7,0x83,0x7D
0x7FA9,0x801C,0x95,0x7F
0x802B,0x7FB9,0x91,0x80
0x802B,0x802E,0x9B,0x6B
0x8096,0x7FD9,0x87,0x75
0x802A,0x7FBE,0x64,0x6E
0x7FE1,0x8035,0xA8,0x4B
0x8001,0x7FAF,0x90,0x83
0x7FB3,0x802F,0x9B,0x89
