0x912A,0x9166,0x9D,0xB6
0x803F,0x7FA5,0x7C,0x91
0x7FB2,0x8029,0x8B,0x81
0x7FDE,0x7FEC,0xAC,0x92
0x8024,0x7FF8,0x7A,0x83
0x7FE5,0x80BF,0x77,0x6F
0x7FA5,0x800E,0x8F,0x8A
0x7FCD,0x7FDE,0x6A,0x8A
0x7F3A,0x7FDD,0xAE,0x53
0x802C,0x7F53,0x80,0x72
0x8014,0x7FFF,0x9D,0x80
0x7FF8,0x8060,0x63,0x57
0x80B1,0x7FA3,0x93,0x85
0x8026,0x7FC9,0x7D,0x90
0x8008,0x8010,0x6A,0x6E
0x800C,0x7FE6,0x5A,0x6D
0x8092,0x8040,0x7F,0x89
0x7FCE,0x7FD7,0x93,0x82
0x8042,0x7F90,0x52,0x97
0x803E,0x7F5D,0x79,0x73
0x805B,0x8003,0x51,0x8C
0x7FD0,0x7FCE,0xA3,0x8F
0x7F4C,0x8037,0x9C,0x80
0x804D,0x8057,0x95,0x5A
0x7FE7,0x7FC9,0x8C,0x7E
0x802C,0x8051,0x96,0x7F
0x7F40,0x7FF1,0x57,0xA1
0x8086,0x7F7A,0x73,0x97
0x8008,0x80E3,0x75,0x83
0x7FAB,0x7FF8,0x5A,0x77
0x7FA1,0x7FFE,0x8F,0x75
0x7F9C,0x8033,0x75,0x73
0x8005,0x7FC7,0x97,0x6D
0x8029,0x8063,0x7F,0x68
0x7FE6,0x7F47,0x73,0x68
0x8013,0x7F89,0x87,0x79
0x7FF1,0x7FE1,0x8F,0x64
0x7FF6,0x7F73,0x92,0x85
0x8066,0x7FD6,0x84,0x94
0x8058,0x7F43,0x92,0xA2
0x7FCB,0x807B,0x81,0x7B
0x8060,0x8012,0x81,0x7D
0x7F70,0x7FE2,0x8E,0x8E
0x7FFB,0x8027,0x6F,0x4B
0x7FBE,0x8045,0x82,0x86
0x8024,0x8038,0x81,0x9E
0x804B,0x8060,0x7E,0x8A
0x8090,0x803D,0x88,0x58
0x7FBE,0x7FF5,0x8E,0x6C
0x8021,0x7F7F,0x6F,0x88
0x7FB6,0x7FD1,0x70,0x62
0x7FC3,0x801A,0x6D,0x7C
0x802F,0x80BA,0x86,0x72
0x7FF4,0x8034,0x6F,0x7F
0x7F42,0x7FB3,0xA3,0x92
0x7FF1,0x7FD6,0x76,0x99
0x7FFC,0x8061,0x69,0x51
0x7FA8,0x803C,0x8E,0x86
0x7FF2,0x8013,0x7E,0x6C
0x7FF9,0x7EE0,0x9A,0xAF
0x8047,0x8039,0x75,0x6B
0x7FF0,0x8002,0x74,0x91
0x8036,0x7F62,0x80,0x69
0x7EC5,0x7F85,0x9C,0x61
0x8000,0x807C,0x73,0x60
0x7FFD,0x7FEF,0x83,0x8E
0x8024,0x7F89,0x6F,0x8F
0x7FC7,0x7FF3,0x85,0x7B
0x8014,0x7FA5,0xAE,0x88
0x8035,0x7FF1,0x7B,0x89
0x8052,0x7FC6,0x89,0x88
0x7F9D,0x7FCE,0x6F,0x7C
0x7F88,0x7FA8,0x97,0x7B
0x803E,0x8051,0x59,0x79
0x806B,0x800F,0x58,0x73
0x8066,0x804E,0x5C,0x5F
0x7F97,0x7FA9,0x92,0x9F
0x7FD4,0x7FA3,0x94,0x71
0x8092,0x7FBB,0x77,0xA4
0x8003,0x7FD1,0x6A,0x79
0x8031,0x8094,0x8F,0x77
0x7FF0,0x8014,0x74,0x7A
0x7FA3,0x7F90,0x96,0x79
0x8000,0x8078,0x7C,0x7A
0x803D,0x8008,0x8D,0x74
0x7FB0,0x7FB7,0x4F,0x81
0x7FE7,0x8006,0x85,0x6D
0x8008,0x7FD4,0x92,0x86
0x8046,0x8052,0x82,0x74
0x7F59,0x8021,0x8B,0x7E
0x7FE5,0x7F17,0x6F,0x9D
0x803B,0x7F4D,0x85,0x85
0x7FC8,0x8041,0x9F,0x81
0x80AD,0x7F65,0x63,0x6F
0x8077,0x802A,0x89,0x7B
0x802D,0x803D,0x7D,0x92
0x7F81,0x7F7F,0x92,0x8E
0x8064,0x8048,0x80,0x7A
0x7F7B,0x8025,0x88,0x87
0x7FA7,0x7F71,0x84,0x92
0x8040,0x8056,0x95,0x69
0x805C,0x8018,0x7C,0x91
0x803A,0x7FF7,0x77,0x8D
0x7FDA,0x8014,0x76,0x81
0x804F,0x7FA9,0x77,0x70
0x7F8F,0x8069,0x82,0x51
0x8079,0x7F94,0x86,0x8E
0x8070,0x80A0,0x7B,0x8D
0x7FEE,0x8060,0x95,0x79
0x8014,0x8010,0x83,0x60
0x8068,0x7F83,0x94,0x94
0x7F64,0x7FCB,0xA7,0x82
0x7FE5,0x8052,0x7D,0x7C
0x8039,0x8012,0x91,0x99
0x7FDD,0x7FA6,0x68,0x91
0x804A,0x8002,0x72,0x9E
0x8040,0x7FB5,0x77,0x85
0x7FEB,0x7F40,0x69,0x96
0x7FD4,0x8035,0x90,0x8E
0x805D,0x7F8B,0x88,0x7F
0x7FF4,0x8077,0x86,0x4C
0x8024,0x7FB5,0x81,0x84
0x7FD2,0x7F50,0x6B,0xB1
0x8028,0x8063,0x82,0x7E
0x7F55,0x8037,0xAE,0x7B
0x7FE8,0x7FE5,0x7E,0x96
0x80B1,0x7FDB,0x65,0x83
0x808C,0x7F7A,0x7E,0x93
0x7FE2,0x809B,0xA0,0x63
0x7FF0,0x8019,0x75,0x75
0x7FB9,0x7FC7,0x9B,0x89
0x801A,0x7FFF,0x75,0x80
0x8043,0x8055,0x50,0x6C
0x7FD8,0x809B,0x90,0x71
0x800E,0x7F73,0x89,0x9F
0x7FFF,0x8091,0x83,0x85
0x8028,0x7FB1,0x8B,0x7C
0x7FA5,0x8016,0x81,0x73
0x807B,0x8001,0x73,0x72
0x801D,0x8068,0x99,0x8C
0x7F27,0x7FCD,0x9C,0xA0
0x8007,0x7F87,0x74,0xAF
0x806E,0x800C,0x6B,0x84
0x7FE0,0x7F8B,0x7F,0xAE
0x7FCD,0x7FEC,0x7C,0x75
0x7FA5,0x7F5F,0x6B,0x8C
0x806A,0x804D,0x8D,0x82
0x801C,0x7F8B,0x77,0x7E
0x8022,0x805F,0x8B,0x8E
0x8047,0x7F79,0x8A,0xA3
0x7FDD,0x7FCB,0x8F,0xA4
0x8015,0x7FCB,0x81,0x98
0x8084,0x802B,0x78,0x92
0x8091,0x800C,0x61,0x96
0x801A,0x805C,0x57,0x7C
0x7F66,0x7FE6,0xA2,0xAC
0x7F6C,0x8103,0xA4,0x90
0x7FE0,0x7FFB,0x7E,0x9D
0x7FD9,0x801E,0x8A,0x77
0x7FCA,0x805A,0x82,0x7E
0x7FC2,0x7F8A,0x60,0xAC
0x7FD5,0x7F8E,0x6F,0x77
0x7FBE,0x7FCF,0x87,0x84
0x809D,0x802C,0x7F,0x90
0x8059,0x7F87,0x87,0x88
0x8041,0x7F3F,0x78,0x9D
0x7FBB,0x7FA9,0x84,0x83
0x8052,0x7FE5,0x7B,0x80
0x808F,0x8001,0x84,0x8A
0x8052,0x8064,0x8B,0x5C
0x8009,0x803F,0xA0,0x79
0x8030,0x7FC9,0x5F,0x93
0x7FD8,0x804C,0x79,0x91
0x803C,0x8076,0x7F,0x86
0x7F89,0x7FC8,0x5E,0x91
0x8090,0x7FFB,0x90,0x8D
0x7FC0,0x8014,0x9F,0x5B
0x7FD9,0x8043,0x94,0x87
0x8006,0x7F0F,0x5F,0x82
0x7FA4,0x806C,0x90,0x6A
0x7FB6,0x8001,0x70,0x84
0x806D,0x8009,0x6A,0x7A
0x7F6B,0x7FD1,0x9B,0x73
0x807C,0x7F70,0x7A,0x8E
0x7FF4,0x801C,0x64,0x98
0x7FB0,0x8034,0x8A,0x72
0x7FE3,0x803E,0x5C,0x65
0x8078,0x7F73,0x7A,0x8E
0x8071,0x802A,0x93,0x87
0x8082,0x8051,0x8A,0x99
0x7FAC,0x7F5A,0x77,0xA3
0x7FCE,0x8083,0xA2,0x6B
0x8048,0x7FE3,0x5C,0x78
0x7FB0,0x7FFF,0x93,0x8D
0x7FDB,0x7FDC,0x83,0x86
0x8013,0x7FD4,0x82,0x8F
0x7FC0,0x7F95,0x61,0x9F
0x8073,0x8096,0x6E,0x5B
0x7F7F,0x8057,0xA4,0x62
0x8004,0x7FD5,0x7F,0x89
0x8085,0x7F3A,0x36,0x8F
0x7FEE,0x7F5C,0xA3,0xA0
0x8019,0x800F,0x83,0x8D
0x7FE4,0x805F,0x8E,0x74
0x8090,0x7FCA,0x85,0x92
0x802D,0x7FED,0x8C,0x77
0x7FDA,0x7F9A,0x70,0x77
0x7FF2,0x8096,0x8C,0x6D
0x805C,0x7FE7,0x50,0x9C
0x7FBF,0x8008,0x8C,0x77
0x8035,0x7F70,0x82,0xAD
0x8073,0x8021,0x65,0x84
0x8062,0x7FB3,0x76,0x75
0x7FAC,0x805E,0x81,0x62
0x8026,0x805F,0x74,0x83
0x7FE6,0x801D,0x6F,0x86
0x7FF5,0x802A,0x86,0x7B
0x7FFA,0x8043,0xAD,0x87
0x7F8D,0x805B,0x8F,0x87
0x7FAD,0x805E,0x92,0x90
0x7F35,0x7FAC,0xA8,0x8D
0x7FF5,0x7F9A,0x53,0x9E
0x7F81,0x7F70,0x6C,0xA1
0x7F92,0x7FF6,0x99,0x7C
0x8000,0x8003,0x90,0x64
0x7FB6,0x7FC5,0x61,0x84
0x804E,0x7FCE,0x81,0x90
0x8053,0x7F54,0x6C,0x8E
0x8001,0x7FB7,0x67,0x73
0x807E,0x7FEC,0x5C,0x7E
0x8014,0x7FDD,0x75,0x77
0x8022,0x8048,0x85,0x73
0x8084,0x7FFD,0x88,0x73
0x8056,0x800E,0x78,0x85
0x8075,0x7FCE,0x8D,0x74
0x8048,0x803F,0x84,0x98
0x7F84,0x800F,0x74,0x8C
0x8039,0x7FBA,0x83,0x9A
0x7F8C,0x8057,0x94,0x77
0x804D,0x8042,0x92,0x7E
0x8008,0x802E,0x73,0x7A
0x7FAB,0x80C1,0x8B,0x6E
0x7FFB,0x805D,0x98,0x7B
0x7F78,0x8066,0x9C,0x74
0x7FC6,0x7FB0,0x98,0x61
0x80D1,0x8002,0x75,0x84
0x7F9F,0x7F5F,0x66,0x60
0x809D,0x803E,0x8C,0x8A
0x80B6,0x7FAB,0x7C,0xA0
0x7FF4,0x8057,0x87,0x75
0x7FD2,0x8003,0x98,0x89
0x8026,0x7FAA,0x86,0x7C
0x803E,0x800D,0x69,0x8B
0x7FFC,0x8005,0x7D,0x74
0x7F36,0x7F60,0xA3,0x96
0x7FFB,0x7FA3,0x6F,0x81
0x7F97,0x7F83,0x8F,0x9C
0x7F47,0x80A7,0x7D,0x59
0x7FB4,0x7F89,0x91,0x98
0x8044,0x7FF6,0x7B,0x86
0x7FCD,0x7FE2,0x91,0x83
0x805D,0x7F78,0x78,0x96
0x7FA6,0x800D,0xA0,0x7D
0x7F4F,0x7FB2,0x9F,0x83
0x7FCD,0x7F3D,0x74,0x90
0x7FFC,0x80A5,0x85,0x78
0x7FAC,0x808C,0x83,0x8A
0x8082,0x8026,0x7E,0x81
0x8077,0x7F6D,0x6E,0x73
0x802A,0x7FDF,0x98,0x66
0x7F91,0x8034,0x69,0x82
0x805E,0x8063,0x7F,0x7A
0x804A,0x8040,0x87,0x5A
0x804D,0x7F71,0x93,0x8C
0x7FF4,0x7FE1,0x68,0x61
0x7FEA,0x7FF2,0x6C,0x91
0x809E,0x8020,0x7E,0x7E
0x80A6,0x809D,0x8A,0x83
0x7FC3,0x8091,0x8E,0x75
0x8048,0x7F70,0x81,0x81
0x8080,0x8012,0x70,0x72
0x7F78,0x7FF2,0xA0,0x57
0x7FD0,0x7FB0,0x84,0x70
0x8052,0x8020,0x62,0x6E
0x804B,0x7FBA,0x73,0x74
0x8028,0x7FB6,0x67,0x91
0x7F32,0x7EF8,0x74,0xA7
0x8020,0x7F82,0x73,0xA2
0x7F8A,0x7F17,0x66,0xAA
0x7F76,0x7FD2,0xA4,0xA1
0x8043,0x801E,0x61,0x9F
0x8003,0x7F79,0x8C,0x82
0x801C,0x803F,0x72,0x66
0x800C,0x8059,0x8F,0x82
0x7FD8,0x80F2,0x7E,0x66
0x8055,0x800E,0x59,0x90
0x8070,0x801A,0x62,0x7E
0x8035,0x800F,0x77,0x72
0x801B,0x7FFE,0x89,0x9D
0x7FFB,0x7FA3,0x90,0x5F
0x8000,0x7FE7,0x76,0x71
0x807D,0x8033,0x63,0x82
0x7F6D,0x7F94,0x91,0x89
0x8059,0x7F67,0x79,0x9F
0x8098,0x7F92,0x81,0x9E
0x7FAE,0x7FCA,0x7D,0x97
0x7FB7,0x7FEA,0x99,0x90
0x803B,0x8053,0x85,0x57
0x7F92,0x80A5,0x84,0x85
0x8021,0x7FA2,0x81,0x8E
0x7FD3,0x8019,0x51,0x79
0x7FDA,0x7F33,0x69,0x98
0x801A,0x809F,0x85,0x85
0x80AB,0x8050,0x7A,0x81
0x7FCF,0x8083,0x85,0x7F
0x803F,0x7FC9,0x90,0x6E
0x7FF9,0x7F80,0x86,0x8B
0x8021,0x7FF1,0x81,0x80
0x8009,0x805B,0x8C,0x8D
0x809E,0x7FF2,0x7E,0x77
0x7F65,0x7FEC,0x9D,0x96
0x7F9B,0x7FD6,0x54,0x7E
0x807E,0x7EF4,0x8B,0x97
0x7FDC,0x7FD7,0x6E,0x89
0x7FF8,0x805F,0x94,0x8A
0x8049,0x7F4D,0x77,0xA2
0x8021,0x802E,0x57,0x7F
0x7F4B,0x7F29,0x57,0xA3
0x8021,0x7F97,0x94,0x98
0x8000,0x7FBC,0x77,0x72
0x8028,0x8032,0x86,0x6F
0x7FF3,0x8080,0x85,0x79
0x7FD2,0x804B,0x8C,0x73
0x8031,0x7FD3,0x8F,0x6C
0x809B,0x802C,0x70,0x8C
0x807A,0x8011,0x69,0x5F
0x7FA8,0x7FC4,0x6C,0xA9
0x8047,0x7FF5,0x7E,0x7A
0x7FD6,0x7FF1,0x77,0x86
0x7F72,0x7FE9,0x7A,0x5A
0x7F60,0x7F64,0x8C,0x7D
0x7F67,0x7F80,0x6E,0x85
0x803B,0x7F8A,0x5A,0x89
0x7FFE,0x803A,0x77,0x94
0x806F,0x80B5,0x86,0x7D
0x801A,0x7FD4,0x8C,0x92
0x7FEE,0x8007,0x94,0x7C
0x8051,0x7F90,0x81,0x8C
0x7FFD,0x7F5B,0x62,0x77
0x7FAC,0x805E,0x8F,0x6F
0x803C,0x801A,0x87,0x7D
0x7FDC,0x803A,0x9D,0x9D
0x7FCC,0x7FBC,0x42,0x7C
0x7FF7,0x80BB,0x7A,0x91
0x7F76,0x7F5E,0x91,0x8F
0x80B0,0x806D,0x68,0x78
0x801A,0x7EC9,0x73,0x7D
0x800D,0x800A,0x6D,0x7E
0x804E,0x7F6C,0x75,0x9B
0x805E,0x7FC6,0x6C,0x82
0x8012,0x7F8E,0x75,0x8F
0x7FDF,0x8019,0x89,0x8B
0x7FBB,0x7FD3,0x52,0x63
0x801F,0x7FD2,0x92,0x9A
0x80BF,0x80B3,0x81,0x97
0x7F53,0x800A,0xA8,0x71
0x7FE5,0x7FF2,0x8D,0x82
0x8015,0x7FB9,0x93,0x96
0x802C,0x8011,0x8B,0x82
0x8015,0x8036,0x7C,0x8C
0x7FCC,0x8041,0x83,0x6E
0x8019,0x8038,0x69,0x7D
0x801E,0x8015,0x91,0x91
0x8019,0x8047,0x83,0x7D
0x7FD3,0x7F65,0xA6,0x9D
0x803A,0x7FBF,0x90,0x72
0x7FB7,0x7FD5,0x8A,0x84
0x7FE8,0x7FD5,0x69,0x86
0x7FF7,0x8031,0xA2,0x62
0x7FC8,0x7FCA,0x6C,0x72
0x8016,0x8015,0x7F,0x91
0x8009,0x804B,0x5F,0x81
0x8064,0x7F7E,0x7B,0xA6
0x8032,0x803B,0x9F,0x88
0x8026,0x7F7A,0x7E,0x82
0x7FA1,0x7F51,0xB0,0x8D
0x7FA0,0x802C,0x69,0x83
0x801F,0x8020,0x83,0x86
0x8073,0x7FFD,0x99,0x87
0x801A,0x80DD,0x76,0x69
0x7FF8,0x7F8E,0x6A,0x8B
0x7FCF,0x7FDB,0x80,0x7B
0x8029,0x7FCF,0x85,0x89
0x801E,0x8063,0x78,0x80
0x8003,0x8049,0x79,0x7E
0x804C,0x7F6F,0x77,0x99
0x8031,0x8019,0x79,0x80
0x7FD4,0x7FC8,0x6D,0x73
0x7F87,0x805B,0x92,0x89
0x8042,0x8014,0x4E,0x6B
0x7FF2,0x7FE4,0x99,0x89
0x7FFA,0x7FC8,0x73,0x8C
0x8082,0x7FEC,0x90,0x7B
0x7FCE,0x7FA3,0x8A,0x94
0x8008,0x809B,0x74,0x67
0x7F38,0x7FE6,0x81,0x79
0x8004,0x7FE7,0x8D,0x7D
0x806F,0x7F59,0x6E,0x87
0x8061,0x7F84,0x73,0x7F
0x8050,0x8016,0x70,0x9A
0x7FDE,0x80DD,0x81,0x90
0x7F7F,0x7F4A,0x8D,0xAE
0x7FFF,0x8032,0x92,0x91
0x8087,0x8040,0x81,0x8A
0x7FE7,0x7FFF,0x82,0x5C
0x7FEE,0x8000,0x89,0x61
0x8046,0x8069,0x70,0x93
0x7FB6,0x8010,0x7B,0x77
0x8046,0x7F33,0x6B,0x97
0x7F9A,0x7F69,0x95,0x78
0x7FDA,0x805D,0x7F,0x83
0x7FA6,0x800B,0x86,0x6B
0x8090,0x7F85,0x8D,0x93
0x7F97,0x7FF8,0x99,0x96
0x7FCD,0x803B,0x79,0x7E
0x8038,0x7FF0,0x82,0x6E
0x8040,0x7FC6,0x6C,0xA4
0x7FCF,0x8020,0x5F,0x6D
0x8039,0x7FE0,0xA8,0x80
0x7F87,0x807E,0x8C,0x80
0x8014,0x800D,0x78,0x87
0x8039,0x8006,0x88,0x5C
0x8071,0x7FE7,0x89,0x7D
0x800A,0x8044,0x75,0x7C
0x80A0,0x7FB4,0x7B,0x96
0x7FC7,0x7FE3,0x74,0x83
0x7FAB,0x801C,0x60,0x82
0x8020,0x802D,0x79,0x62
0x7F50,0x7FD1,0x98,0x64
0x7FCB,0x801E,0x86,0x97
0x7FCD,0x8018,0x9B,0x8F
0x802F,0x800A,0x86,0x7E
0x7F50,0x803B,0x7D,0x52
0x7FB0,0x7F91,0x8A,0x89
0x80AE,0x7EEF,0x8C,0x8C
0x7FC9,0x8014,0xA7,0x7A
0x80A2,0x8037,0x82,0x74
0x8020,0x7F53,0x8D,0x89
0x800D,0x7F3A,0x6D,0x88
0x7F87,0x804C,0x83,0x7D
0x8037,0x804C,0x6C,0x74
0x8074,0x7FCC,0x7F,0x78
0x8078,0x804E,0x91,0x6F
0x8006,0x8028,0x88,0x95
0x801C,0x7FC6,0x8F,0x79
0x8025,0x8027,0x88,0x8C
0x7F9D,0x8002,0x60,0x97
0x8028,0x80CD,0x9D,0x79
0x7FD5,0x7F8C,0x74,0x9C
0x7FBC,0x8037,0x7D,0x88
0x8021,0x7F9D,0x6C,0x92
0x7FC3,0x80AC,0x6F,0x73
0x803F,0x7FF0,0x8F,0x8B
0x8042,0x7F69,0x69,0xA7
0x7F3F,0x7F9E,0xA0,0x7A
0x8008,0x7FD0,0x83,0xA4
0x7FB2,0x804B,0x85,0x6B
0x8052,0x7FF1,0x86,0x74
0x7FC7,0x8086,0x88,0x7D
0x803D,0x801C,0x71,0x84
0x80D8,0x802E,0x83,0x77
0x7FCB,0x8018,0x8F,0x5F
0x8059,0x8047,0x69,0x80
0x7FDE,0x8026,0x67,0x84
0x8012,0x7FFB,0x7B,0x6A
0x800A,0x800E,0x56,0x88
0x7FA2,0x80AA,0x77,0x92
0x7FF5,0x7FA1,0x8B,0x87
0x7FF6,0x7FA6,0x7C,0x6B
0x8029,0x7FEA,0x8E,0x7C
0x7FF9,0x7EFD,0x70,0xA0
0x7FA2,0x7FFD,0x96,0x7C
0x7FED,0x7F84,0x89,0x7D
0x7FB9,0x7F60,0x8A,0xA0
0x7F68,0x7FDD,0xA2,0x82
0x7FFC,0x7FA3,0x8B,0x80
0x8073,0x802C,0x87,0x89
0x804C,0x8059,0x7E,0x84
0x8018,0x8022,0x6D,0x85
0x8037,0x7FD5,0x83,0x96
0x8032,0x7FB8,0x6D,0x6E
0x7FF5,0x804F,0x5B,0x86
0x7F78,0x7FFF,0x74,0x9C
0x7FDF,0x800E,0x7F,0x8C
0x7FCB,0x807B,0xAB,0x58
0x8012,0x7FE1,0x81,0x91
0x7FE7,0x7F92,0x8C,0x6E
0x8034,0x7F91,0x79,0x6F
0x802A,0x7FC9,0x72,0x8C
0x7F80,0x809F,0x9D,0x80
0x7FDA,0x7FEC,0x81,0x79
0x7FF2,0x803A,0x89,0x7D
0x7FE9,0x801F,0x85,0x8C
0x7FAE,0x7FC1,0x4F,0x7E
0x7F18,0x7FE7,0x95,0x88
0x804C,0x8029,0x81,0x6A
0x8040,0x8019,0x88,0x9D
0x80E0,0x8039,0x73,0x7D
0x801E,0x8083,0x78,0x65
0x806B,0x7F5B,0x54,0x72
0x8032,0x7FCF,0x75,0x76
0x8068,0x807E,0x79,0x75
0x806C,0x7F8F,0x5B,0x85
