0x912A,0x9166,0x9D,0xB6
0x7FDA,0x7F8B,0x68,0x7B
0x8076,0x7FBF,0x85,0x7C
0x7FDC,0x805C,0x74,0x64
0x7FE1,0x7F69,0x7F,0x73
0x7FFD,0x806A,0x93,0x88
0x7FAB,0x7FFE,0x80,0x7F
0x804C,0x7FE3,0x89,0x89
0x7ED7,0x7FCD,0xB2,0x8A
0x8003,0x8066,0x8D,0x93
0x7FD5,0x7FAE,0xA7,0x85
0x8002,0x800B,0x7D,0x5F
0x7F89,0x8025,0x74,0x9C
0x7F8A,0x8095,0x89,0x8C
0x806F,0x7F36,0x74,0x96
0x7FD7,0x802E,0x9D,0xA5
0x7FCD,0x7FB6,0x74,0xA3
0x806E,0x7F5D,0x89,0x74
0x8095,0x8057,0x88,0x70
0x8030,0x7FB3,0x98,0x9D
0x7FCA,0x7F78,0x5A,0x94
0x805D,0x7F8E,0x93,0x90
0x8022,0x8005,0x90,0x81
0x7FF7,0x7F91,0x6B,0x85
0x7FBE,0x7FD4,0x82,0x8D
0x8046,0x7FEC,0x6D,0x80
0x8020,0x7FDB,0x7C,0x8B
0x7FFC,0x7FD9,0x7C,0xBB
0x8058,0x7F3E,0x77,0x92
0x807C,0x8011,0x6B,0x8B
0x7FC7,0x7FFF,0x7F,0x97
0x7F3D,0x8048,0xA4,0x85
0x8063,0x7E87,0x63,0xAF
0x804C,0x802E,0x7B,0x87
0x7FFC,0x7FA7,0x95,0x9C
0x8035,0x80AE,0x84,0x7F
0x7FAF,0x8001,0x9A,0x58
0x7F77,0x8059,0x6E,0x7F
0x801E,0x7FFA,0x80,0x65
0x7FD3,0x7FAD,0x64,0x64
0x7FAA,0x8026,0x7E,0x63
0x7F96,0x7FE7,0xB1,0x7D
0x7FFA,0x8040,0x65,0xA4
0x800E,0x7FC2,0x6B,0x8B
0x8014,0x8030,0x6D,0x8A
0x8043,0x7F92,0x6A,0x9C
0x8011,0x804E,0x7A,0x76
0x8072,0x808C,0x7D,0x65
0x8051,0x8012,0x6B,0x92
0x8008,0x7FA7,0x8C,0x86
0x7FED,0x8080,0x8C,0x7B
0x7FC8,0x7FBD,0x7E,0x71
0x7FF6,0x7FD3,0x96,0x7F
0x8033,0x7FB6,0x81,0x95
0x7FC9,0x8039,0x88,0x79
0x7F75,0x800B,0x60,0x76
0x8001,0x803B,0x8C,0x89
0x80E1,0x7F91,0x7A,0x86
0x7FCC,0x8057,0x70,0x71
0x80C1,0x8010,0x64,0x86
0x7FBA,0x7FB3,0x75,0xAE
0x8013,0x7F56,0x7E,0x83
0x7F73,0x7F92,0x94,0x79
0x7FA1,0x7F95,0x9B,0x8B
0x7FF4,0x8033,0x8D,0x74
0x7FE8,0x7F44,0x83,0x83
0x7FE7,0x8070,0x63,0x92
0x8029,0x7FE1,0x83,0x80
0x8010,0x7FF5,0x74,0x6F
0x803B,0x7FE7,0x63,0x95
0x8058,0x800F,0x95,0x74
0x8042,0x8051,0x6C,0x65
0x7FF7,0x7FF1,0x92,0x7A
0x7FB1,0x7F9C,0x98,0xA0
0x805B,0x7FED,0x95,0x84
0x806D,0x8050,0x60,0x93
0x7F6A,0x8002,0x6F,0x8F
0x8043,0x8020,0x86,0x88
0x7FDA,0x7FF0,0x88,0x7F
0x8008,0x7FCB,0x72,0x9C
0x7F7A,0x8051,0x4B,0x72
0x803A,0x7FB1,0x57,0x89
0x7F60,0x7FD1,0xAE,0x6B
0x8077,0x8090,0x8E,0x88
0x7F82,0x7F81,0x75,0x9D
0x7FEB,0x805E,0x58,0x96
0x7FC4,0x8026,0x91,0x69
0x7FC7,0x8007,0xA1,0x92
0x8085,0x7FB8,0x6B,0x73
0x7FF5,0x8020,0x46,0x95
0x7FBD,0x7FF6,0x9C,0x6C
0x80F2,0x7FE4,0x84,0x7E
0x8056,0x7FFB,0x8B,0x78
0x7FA6,0x7FA6,0x7E,0x66
0x7FB8,0x8080,0x8B,0x77
0x803F,0x801C,0x8E,0x6D
0x7FE1,0x7F8C,0x89,0x7C
0x800D,0x7FE0,0x51,0x61
0x7F4A,0x7FA4,0xB5,0x93
0x802E,0x800B,0x63,0x75
0x8084,0x7FDE,0x6C,0x78
0x8068,0x7FBF,0x95,0x7B
0x80E6,0x7F99,0x6C,0x84
0x7FD9,0x7FAB,0x98,0x84
0x8066,0x7FFA,0x6D,0x59
0x7FA4,0x7F8B,0x6F,0x9F
0x7F82,0x7FE5,0x69,0x6F
0x7FEB,0x805C,0x7E,0x79
0x7FB9,0x8036,0x70,0x76
0x800A,0x8019,0x71,0x88
0x7FCF,0x7F1C,0x76,0xAC
0x8066,0x809D,0x95,0x8A
0x80EB,0x8026,0x69,0x82
0x7F43,0x7F83,0x5F,0x8A
0x803E,0x7FD9,0x86,0x6F
0x7FA3,0x7FDE,0x6D,0xA1
0x8017,0x7FB0,0x89,0x8D
0x803E,0x7FF3,0x6B,0x7A
0x802E,0x7FD9,0x94,0x97
0x7F79,0x802A,0x71,0x86
0x8049,0x8050,0x96,0x76
0x8028,0x807B,0x56,0x79
0x7F90,0x7F38,0x84,0x85
0x8080,0x7FB4,0x8A,0x81
0x804A,0x800B,0x5E,0x72
0x805F,0x803C,0x64,0x68
0x8017,0x80A0,0x8A,0x68
0x7F8C,0x7F08,0x77,0xB2
0x7FB8,0x7F52,0x87,0xA4
0x7FDB,0x7F56,0x6D,0xB7
0x7FFB,0x8081,0x8A,0x7E
0x7F76,0x7FB0,0x8E,0x80
0x805C,0x7FFF,0x85,0x82
0x7FD3,0x803D,0x4F,0x8C
0x7FE5,0x7F53,0x90,0x76
0x8045,0x7F7D,0x84,0x9B
0x801B,0x7FE3,0x89,0x6E
0x8030,0x8035,0x8A,0x70
0x7FC4,0x7FC3,0x7C,0x70
0x8031,0x8066,0x65,0x83
0x805F,0x8069,0x80,0x75
0x7F80,0x7FC1,0x77,0x71
0x803C,0x7F94,0x7E,0x93
0x807B,0x7FF8,0x9D,0x76
0x802C,0x8036,0x85,0x69
0x7FDA,0x8084,0x5F,0x8B
0x7FF6,0x8083,0x60,0x6D
0x7FE1,0x7FCC,0x50,0x76
0x7FC6,0x801B,0x90,0x7C
0x7F07,0x8013,0x7E,0x90
0x7FEE,0x7F8A,0x82,0x7F
0x8016,0x7FC4,0x95,0x57
0x7F5F,0x8032,0x81,0x8A
0x7FD7,0x8003,0x78,0x98
0x7FC8,0x8013,0x90,0x72
0x8047,0x7F86,0x68,0x8D
0x8053,0x8005,0x79,0x89
0x7FA2,0x803C,0x85,0x6F
0x7FA8,0x7F90,0x83,0x78
0x7FE0,0x7FF3,0x5A,0x62
0x8057,0x8078,0xA1,0x7B
0x8018,0x7FD2,0x8A,0x8A
0x8055,0x800C,0x91,0x5D
0x803D,0x7FE9,0x71,0x92
0x800F,0x8036,0x7F,0x8D
0x805F,0x7FDA,0x73,0x6E
0x7FF1,0x7F44,0x82,0x91
0x7FD2,0x8013,0x7A,0x73
0x7FC5,0x7FCE,0x71,0x95
0x8012,0x7F9D,0x6B,0x7B
0x80E0,0x8023,0x8D,0x9B
0x7FA7,0x808F,0x6F,0x6E
0x800E,0x8012,0x72,0x76
0x8014,0x8019,0x88,0x7A
0x7ED7,0x7FEE,0xAA,0x7B
0x8093,0x7FDB,0x7D,0x70
0x7F7B,0x7F72,0x71,0xAD
0x7FFE,0x800D,0x77,0x65
0x8043,0x7FFB,0x88,0x95
0x802C,0x805D,0x68,0x86
0x7FAE,0x8080,0xA4,0x99
0x7FAF,0x7FCD,0x6E,0xA3
0x80A9,0x7F4A,0x6E,0xAA
0x801B,0x7F9D,0x62,0x5B
0x8046,0x8017,0x83,0x77
0x7FE0,0x7FD8,0xB4,0x94
0x7FDE,0x7FD6,0x5A,0x83
0x8006,0x7FE5,0x83,0x83
0x8053,0x8098,0x60,0x98
0x7FCF,0x8028,0x60,0x45
0x8064,0x7F76,0x9B,0x7D
0x7FD0,0x8014,0x88,0x7A
0x7F4D,0x805D,0x74,0x9A
0x7F4C,0x7FDC,0x6B,0x84
0x8017,0x7FE4,0x83,0xB1
0x8017,0x804B,0x71,0x84
0x8037,0x7F74,0x78,0x51
0x7FEA,0x8033,0x76,0x78
0x7FA5,0x7FA2,0x8B,0x83
0x805B,0x7FE6,0x8A,0x55
0x7F6B,0x8034,0x95,0x8D
0x801A,0x7F9D,0x67,0x82
0x8051,0x8021,0x6C,0x6C
0x808F,0x7FAD,0x9A,0x4D
0x809A,0x7FD7,0x82,0x76
0x8050,0x8021,0x8A,0x93
0x7FD2,0x7FE8,0x88,0x70
0x8041,0x7FD3,0x75,0x94
0x802F,0x7F95,0x8F,0x79
0x8020,0x7F90,0xA4,0x86
0x8049,0x7FA6,0x7F,0x6C
0x7F9B,0x7F6D,0x86,0xAB
0x7FA2,0x800B,0x8F,0x94
0x804B,0x7FCB,0x8D,0x8F
0x8007,0x7FF8,0x9A,0x8B
0x7FC2,0x7FD4,0xA8,0x95
0x7F9D,0x8066,0x6B,0x7F
0x7FE1,0x7FEB,0x94,0xAE
0x7FD6,0x809A,0x71,0x82
0x7FFC,0x7FBD,0x80,0x63
0x8018,0x7FCA,0x6F,0x97
0x7FA6,0x7FCE,0x81,0x9D
0x8066,0x7F50,0x68,0x5A
0x8043,0x7FD4,0x72,0x8B
0x804E,0x8095,0x77,0x7C
0x8052,0x7FDC,0x82,0xAB
0x8056,0x7FB3,0x83,0x95
0x7FD3,0x7F68,0x7A,0x74
0x8016,0x8006,0x76,0x59
0x803F,0x8061,0x8C,0x75
0x7FAA,0x8042,0x84,0x80
0x7F76,0x8051,0x6B,0x94
0x8033,0x804F,0x99,0x6B
0x7F76,0x7F91,0x56,0x9E
0x8088,0x7FA9,0x5D,0x68
0x801E,0x7F9E,0x8F,0x90
0x8039,0x7F6F,0x57,0x75
0x7FA1,0x7FC0,0x82,0x78
0x801E,0x7FEA,0x5B,0x71
0x7FED,0x7FC3,0x8A,0x6A
0x807C,0x7FB0,0x81,0x8A
0x7FD1,0x7FE2,0x6A,0x80
0x8066,0x8011,0x91,0x90
0x7F79,0x7FC0,0x72,0x8A
0x8040,0x8031,0x76,0x89
0x809F,0x7FCA,0x8C,0x7E
0x808F,0x7FF4,0x78,0x73
0x7FC3,0x7F25,0x85,0x5A
0x802A,0x7FA4,0x73,0x7F
0x7FC4,0x8014,0x5C,0x75
0x7FAC,0x8051,0x5D,0x6E
0x7FD8,0x7FEC,0x84,0x79
0x8091,0x8009,0x54,0x7A
0x7F8F,0x7F7C,0x88,0x79
0x8008,0x8025,0x89,0x81
0x8012,0x7FC1,0x5A,0x66
0x7F50,0x7FE5,0x5B,0x59
0x803E,0x8040,0x6D,0x97
0x7FCB,0x7FE8,0x8C,0x7F
0x8000,0x7F9A,0x91,0x69
0x8031,0x7F75,0x71,0x7A
0x7FCC,0x7FB4,0x67,0x97
0x8045,0x7F66,0xA1,0x8E
0x7F84,0x8077,0x8F,0x7F
0x7FA9,0x806C,0x75,0x57
0x7F78,0x7F83,0x75,0xA5
0x804F,0x8012,0x79,0x87
0x8062,0x807D,0x90,0x95
0x7FE1,0x8011,0x7D,0x6E
0x7FCA,0x7FDF,0x72,0x72
0x8002,0x7FCB,0x64,0x6F
0x803C,0x7FDC,0x7B,0x76
0x7FF9,0x7FA3,0x76,0x7D
0x801F,0x8006,0x6A,0x81
0x7F6D,0x7FED,0x8B,0x7D
0x8015,0x7F3E,0x9C,0xB7
0x8013,0x7FD9,0x5C,0x75
0x802A,0x8003,0xA8,0x8D
0x7FE2,0x7FCB,0x82,0x64
0x7FC4,0x7FFE,0x9C,0x4D
0x8018,0x7F4C,0x5B,0x8B
0x7F9D,0x7F9F,0x6D,0x86
0x7FEB,0x7FEE,0x85,0x83
0x8066,0x7FE7,0x8A,0x71
0x7FF2,0x7FF3,0x9F,0x6E
0x8057,0x8074,0x7F,0x78
0x801A,0x805F,0x77,0x7B
0x7FED,0x8041,0x8A,0x7D
0x8027,0x7FC9,0x59,0x66
0x7FE1,0x7F8A,0x89,0x89
0x7FDA,0x80B2,0x63,0x88
0x7F69,0x7FBA,0x94,0xA2
0x801F,0x8016,0x7A,0x7F
0x7FD8,0x8058,0x5F,0x7F
0x7F9C,0x8024,0x93,0x99
0x802E,0x7FDA,0x5F,0x6C
0x7F98,0x7F7A,0x70,0x7D
0x8032,0x7F63,0x5C,0x7E
0x7FC0,0x7F80,0x73,0xA0
0x8001,0x7FE2,0x6D,0x77
0x8068,0x7FB6,0xAF,0x90
0x805D,0x7FD5,0x9C,0xA7
0x7FB4,0x7FEA,0x66,0x67
0x7FED,0x7F8A,0x7C,0x9F
0x8060,0x7FEF,0x7A,0x99
0x8011,0x7FC3,0x85,0x82
0x8004,0x7F96,0x7F,0x8C
0x8021,0x8062,0x95,0x94
0x7FF8,0x8040,0x74,0x86
0x8060,0x8071,0x72,0x98
0x8015,0x8027,0x94,0x83
0x7FBA,0x7F9A,0x95,0x75
0x8066,0x7F7A,0x6A,0x74
0x7FA1,0x800D,0x81,0x94
0x800A,0x7F5D,0x83,0x94
0x8059,0x7F61,0x6E,0x97
0x801F,0x801F,0x7A,0x6C
0x8032,0x804A,0x7E,0x7C
0x802E,0x7FC7,0x7F,0x80
0x800B,0x7F37,0x91,0x73
0x801A,0x8068,0x76,0x8E
0x806F,0x8026,0x6A,0x99
0x7FCB,0x7FC6,0x81,0x94
0x7FC2,0x7F9A,0x8D,0x64
0x7FEB,0x803E,0x74,0xA4
0x7FE6,0x7F81,0x8D,0x99
0x7FFB,0x802B,0x82,0x70
0x7F8C,0x8095,0x64,0x84
0x8060,0x7FBA,0x70,0x66
0x7FDA,0x8072,0x8B,0x85
0x7FB6,0x7F6C,0x8B,0x86
0x80C9,0x7FD8,0x60,0x7B
0x7FE9,0x8064,0x7D,0x7A
0x7FF7,0x7FBF,0x9D,0x83
0x7F8D,0x8023,0x7E,0x88
0x8098,0x8027,0x64,0x6D
0x8027,0x7F5B,0x96,0x73
0x8004,0x7FEE,0x62,0x88
0x7FE0,0x8030,0x8B,0x82
0x8097,0x7FB6,0x50,0x8F
0x7FA2,0x7F62,0x6A,0x80
0x80EF,0x7FE7,0x47,0x88
0x7FBA,0x7FFB,0x86,0x8D
0x7FE2,0x8034,0x64,0x66
0x7F5D,0x7FA0,0x7C,0x7B
0x7FE2,0x8090,0x7C,0x6B
0x7FFA,0x7FCC,0x9D,0x97
0x7FBE,0x7FC8,0x8A,0x75
0x7FA8,0x7FBF,0x76,0x7F
0x7FDF,0x7FB4,0x76,0x89
0x802A,0x8033,0x6E,0x7A
0x8051,0x7F6C,0x8E,0x98
0x805C,0x803C,0x82,0x82
0x7F76,0x7FF7,0x85,0x7C
0x8076,0x805C,0x7E,0x91
0x7FEE,0x802F,0x73,0xA8
0x800E,0x7FC0,0x7B,0x66
0x7FFD,0x7FFD,0x86,0x8F
0x802C,0x7FCB,0x91,0x99
0x8050,0x8033,0x92,0x7A
0x7FF0,0x7FB4,0x5E,0x77
0x7F9D,0x8021,0x9E,0x77
0x8050,0x7F73,0x8C,0x79
0x7FBF,0x7FFF,0x8E,0x61
0x7FFF,0x7F80,0x6B,0x88
0x7FEC,0x806E,0x63,0x86
0x8006,0x7FE3,0x7B,0x94
0x8060,0x7FB6,0x8B,0x72
0x7FDF,0x8001,0x93,0x71
0x806A,0x7FA9,0x7D,0x5B
0x805C,0x7FD0,0x91,0x81
0x7FA6,0x8029,0x90,0x81
0x7F8A,0x800D,0x7D,0x75
0x7FDD,0x7FCE,0x93,0x78
0x80D7,0x7F92,0x89,0x6E
0x7FA6,0x7FCB,0x87,0x8E
0x801C,0x8084,0x88,0x79
0x7FF9,0x8042,0x8D,0x68
0x802F,0x7FD3,0x8E,0x7B
0x8023,0x8036,0x8F,0x93
0x7F89,0x809A,0x89,0x89
0x7FA7,0x7F94,0x7E,0x8B
0x7F9A,0x80D5,0x88,0x9D
0x8018,0x7FB8,0x5C,0x8A
0x802C,0x7FA1,0x7E,0x7F
0x7FEC,0x7FF8,0x78,0x70
0x7FB0,0x7F91,0x87,0xA0
0x7FD3,0x802C,0x8A,0x7D
0x804F,0x7F59,0x5D,0xA3
0x8061,0x7FDF,0x5D,0x74
0x7F90,0x801A,0x61,0x9F
0x7FEB,0x7F2F,0x73,0x83
0x8022,0x804E,0x80,0x8E
0x80A1,0x80A0,0x68,0x87
0x8052,0x7F12,0x6F,0x73
0x7F9E,0x8047,0x90,0x78
0x7FAE,0x800C,0x8C,0x99
0x8021,0x808A,0x99,0x5D
0x801E,0x800D,0x96,0x73
0x800C,0x7FE3,0x8B,0x66
0x8005,0x7F45,0x6C,0x78
0x7FC5,0x805D,0x76,0x68
0x8030,0x802A,0x77,0x4F
0x7F89,0x7F6E,0x7A,0x86
0x7FCD,0x8072,0x86,0x68
0x7FF1,0x7F91,0x60,0x7D
0x8095,0x7FC3,0x79,0x89
0x7FC3,0x8006,0x75,0x83
0x8077,0x8021,0x73,0x51
0x8001,0x7F6E,0x8B,0x60
0x7FC1,0x7FE9,0x82,0x99
0x805C,0x7FDC,0x88,0x7D
0x7FE0,0x8016,0x89,0x96
0x7FA9,0x7FD2,0xA2,0x98
0x8051,0x7FE3,0x6D,0x76
0x8002,0x7F8F,0x8D,0x82
0x8039,0x7FA0,0x83,0x9D
0x7FF3,0x7FA3,0x8A,0x67
0x8031,0x7FED,0x83,0x83
0x8028,0x7F71,0xAE,0x78
0x801B,0x800F,0x90,0x60
0x803F,0x7FC0,0xA6,0x7A
0x7FE9,0x8040,0x75,0x7F
0x7F9E,0x7FD3,0x62,0x53
0x7FE0,0x7F62,0x87,0x9D
0x7F6D,0x806E,0xAC,0x6A
0x802F,0x8005,0x96,0xA7
0x7FDD,0x7F69,0x86,0x5C
0x7FBD,0x8036,0x7B,0xA9
0x7FCD,0x7FAB,0x99,0x7F
0x8045,0x7FF0,0x77,0x60
0x7FC9,0x8066,0x71,0x67
0x7FF3,0x7F48,0x86,0x88
0x8005,0x7F87,0x8A,0x8E
0x7FCA,0x8058,0x90,0x8A
0x8006,0x7FDD,0x62,0x88
0x803D,0x7F69,0x60,0x82
0x8066,0x7FBE,0x95,0x8E
0x7FCD,0x803E,0x87,0x98
0x7F6F,0x7FA3,0x7E,0x7F
0x7FE9,0x8014,0x7B,0x86
0x7FB9,0x800A,0xA3,0x99
0x7FFA,0x7FA2,0x6B,0x81
0x802C,0x7FCF,0x8E,0x75
0x7FC0,0x803E,0x87,0x77
0x7F55,0x7F93,0x67,0x87
0x8032,0x7F86,0x9B,0x98
0x8060,0x7FAF,0x6D,0x9E
0x8045,0x8094,0x66,0x69
0x7FF5,0x7F82,0xA0,0xB3
0x8047,0x7FDA,0x81,0x9D
0x7FD7,0x7FE0,0x81,0xA6
0x804F,0x7F8C,0x72,0x80
0x7FE7,0x8061,0x6A,0x7E
0x7F8C,0x7F8F,0x91,0x90
0x801D,0x7FD9,0x58,0x95
0x7FC8,0x7F96,0x72,0x74
0x8025,0x7FA5,0x8C,0x53
0x8052,0x803F,0x85,0x8C
0x7FC4,0x8061,0x78,0xA3
0x8031,0x7F66,0x89,0x9C
0x7FC2,0x8030,0x86,0x94
0x801E,0x8045,0x7B,0x76
0x8022,0x7FED,0x73,0x82
0x8069,0x7FF9,0x8E,0x9A
0x7F54,0x7F9B,0x8C,0xB1
0x8034,0x7FE4,0x5E,0x6C
0x7FE3,0x7FFA,0x5F,0x86
0x809D,0x808C,0x9E,0x57
0x8068,0x8009,0x79,0x67
0x8021,0x805E,0x72,0xA6
0x800C,0x7F81,0x8F,0x66
0x8061,0x8078,0x4A,0x92
0x7FF4,0x7FC4,0x76,0x91
0x7FB0,0x8007,0xA5,0x60
0x8024,0x7FD1,0x70,0x87
0x7F59,0x7F9E,0x89,0x7A
0x802D,0x808C,0x7A,0x91
0x7FDD,0x800F,0x98,0x7B
0x7FC3,0x7F80,0x6F,0x79
0x802E,0x7FF4,0x8C,0x63
0x7F5E,0x802A,0x64,0x84
0x7F8F,0x7F97,0x63,0x93
0x801A,0x7FDA,0x6C,0x88
0x7FBA,0x7F5B,0x85,0x71
0x8070,0x7FB8,0x89,0x92
0x80A2,0x7F88,0x7C,0x86
0x7FEB,0x8007,0x8A,0x67
0x7FE0,0x8014,0x83,0x70
0x7F9B,0x7FF3,0x85,0x7F
0x8004,0x7FE4,0x72,0x94
0x802F,0x7F46,0x80,0x77
0x7EE3,0x7FBD,0x77,0x98
0x802D,0x8011,0x76,0x6C
0x8031,0x7F96,0x94,0x8F
0x8039,0x807D,0x82,0x6B
0x7FD1,0x8019,0x8F,0x88
0x7FA1,0x7F60,0x56,0x71
0x7F83,0x7FEA,0x55,0x7A
0x7F7A,0x7FA3,0x8F,0x81
0x7F6C,0x7F6A,0x9B,0x78
0x800C,0x8024,0x72,0x6E
0x8069,0x7F97,0x84,0x83
0x7FB4,0x8004,0x5B,0x70
0x80A0,0x7FF5,0x90,0x79
0x805D,0x806A,0x7A,0x66
0x806D,0x8059,0x6F,0x82
0x8067,0x8085,0x95,0xA7
0x80C4,0x8080,0x6C,0x93
0x8165,0x8123,0x81,0xB3
0x813E,0x8180,0x63,0x86
0x8420,0x836D,0x44,0x8E
0x8D3A,0x8D8A,0x66,0x96
